,State,141,142,151,152,153,154,155,156,157,158,159,160,143,161,162,163,164,165,166,167,168,169,170,144,145,146,147,148,149,150
0,Washington,1194,43,36,35,35,36,36,37,38,38,40,36,44,37,37,37,36,37,37,37,37,35,38,43,40,40,39,38,38,37
1,Illinois,6185,140,84,79,74,70,63,60,57,56,53,51,133,47,43,44,41,39,38,35,34,31,31,128,119,112,106,100,95,88
2,California,4934,406,417,415,428,424,437,449,449,459,468,465,404,469,477,492,505,509,542,523,545,562,563,406,411,407,407,407,409,412
3,Arizona,1135,138,122,127,123,129,130,145,140,153,162,159,144,179,170,179,183,189,194,203,215,212,224,139,140,129,129,122,123,124
4,Massachusetts,7492,56,28,25,25,24,20,21,20,18,18,17,49,17,16,16,14,14,13,13,12,12,12,42,40,35,35,32,29,28
5,Wisconsin,682,55,39,37,38,38,37,35,36,36,38,38,52,38,39,39,40,42,43,44,43,45,46,50,48,46,45,42,42,40
6,Texas,2068,225,153,149,142,150,148,155,160,163,167,173,229,185,189,193,200,206,221,227,241,255,262,222,213,196,184,167,163,156
7,Nebraska,212,24,21,20,21,22,21,21,21,21,21,22,24,20,22,21,21,22,22,23,23,23,22,23,22,22,21,21,21,21
8,Utah,131,25,14,16,15,15,15,17,18,19,18,21,23,21,22,23,25,25,29,29,31,31,36,21,21,18,16,16,14,14
9,Oregon,171,16,13,14,14,15,16,18,17,19,20,22,17,23,25,27,30,33,33,33,37,41,44,17,15,14,14,13,13,13
10,Florida,2848,198,171,171,189,194,209,226,238,263,279,306,199,342,346,392,433,456,479,531,573,633,664,193,186,178,172,165,160,167
11,New York,31404,205,82,80,71,68,67,65,61,60,60,58,187,54,56,54,52,49,50,46,48,46,46,175,158,140,125,110,100,90
12,Rhode Island,823,15,6,6,5,5,5,4,4,4,4,4,16,3,3,3,3,3,3,2,2,3,2,15,14,12,12,10,8,8
13,Georgia,2375,115,91,93,96,96,102,107,112,111,121,127,119,136,136,149,152,167,174,183,198,197,206,112,108,105,98,95,94,95
14,New Hampshire,308,5,3,3,3,2,2,2,2,2,2,2,5,2,1,1,1,1,1,1,1,1,1,5,5,4,4,4,4,3
15,North Carolina,1106,145,141,148,148,152,151,159,169,174,180,182,141,187,197,201,203,216,222,230,231,247,246,140,140,138,134,136,140,137
16,New Jersey,14291,82,53,51,47,48,46,44,43,43,40,39,77,39,37,35,34,33,34,32,33,32,32,74,68,64,62,61,56,53
17,Colorado,1582,38,23,21,20,18,17,17,16,16,15,13,35,15,14,13,13,13,12,13,12,12,11,34,33,29,28,25,24,24
18,Maryland,2875,122,77,75,70,69,66,63,62,59,55,56,115,55,51,47,47,45,43,42,41,40,39,109,103,98,93,89,85,83
19,Nevada,459,24,21,20,20,21,21,21,21,23,24,25,25,23,23,25,26,25,28,27,28,27,29,23,24,20,21,21,20,19
20,Tennessee,441,36,38,42,44,45,46,46,49,50,54,55,37,62,60,65,66,74,72,78,74,89,82,38,36,39,36,37,40,41
21,Hawaii,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Indiana,2380,62,46,44,42,43,41,38,37,38,38,36,59,37,37,35,36,36,37,34,36,32,34,58,56,53,51,50,49,47
