,State,144,145,154,155,156,157,158,159,160,161,162,163,146,164,165,166,167,168,169,170,171,172,173,147,148,149,150,151,152,153
0,Washington,1217,43,34,34,33,33,34,36,34,35,37,38,42,39,36,38,40,38,40,39,37,42,43,42,41,38,36,36,34,34
1,Illinois,6308,120,50,46,42,38,34,34,31,29,27,26,112,25,24,23,22,22,21,20,19,20,19,104,96,85,77,69,63,57
2,California,5099,441,429,440,432,445,441,475,488,489,511,515,448,518,527,545,553,533,570,552,553,559,554,442,447,439,430,423,424,419
3,Arizona,1191,168,190,199,205,218,231,254,274,282,306,317,171,322,333,340,345,359,375,377,369,386,382,174,172,168,170,169,173,182
4,Massachusetts,7624,42,21,20,18,17,16,15,15,15,14,13,40,13,13,12,12,12,12,12,11,12,12,36,34,31,29,26,24,23
5,Wisconsin,692,52,29,27,25,24,21,21,21,20,21,21,49,19,19,20,18,21,19,20,19,19,19,47,44,40,38,36,33,31
6,Texas,2147,254,250,258,270,274,291,325,333,368,384,389,261,421,436,431,450,446,463,482,472,490,487,255,252,244,243,235,241,240
7,Nebraska,215,25,19,17,17,17,18,16,16,15,15,16,25,15,15,15,15,15,16,14,15,17,15,24,24,22,21,21,18,19
8,Utah,139,24,17,16,17,18,19,19,19,23,24,24,25,24,24,26,27,27,27,26,27,28,28,23,22,19,19,18,17,16
9,Oregon,176,21,12,12,11,12,14,15,16,17,19,21,21,21,21,22,23,24,24,24,25,26,25,21,19,16,16,13,12,12
10,Florida,2931,254,334,369,388,419,454,503,530,577,613,636,269,661,681,726,769,773,800,799,822,824,812,276,278,284,283,289,309,320
11,New York,31595,182,85,81,73,73,70,70,69,66,68,65,174,65,66,65,64,65,64,66,65,66,68,163,151,137,121,109,101,92
12,Rhode Island,833,12,3,3,2,2,2,2,1,2,1,1,11,1,1,1,1,1,1,1,1,1,1,11,9,8,6,5,4,3
13,Georgia,2451,120,129,132,134,140,151,152,168,168,174,182,119,184,196,190,192,198,201,204,211,209,209,116,118,117,115,118,119,126
14,New Hampshire,320,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
15,North Carolina,1132,171,171,180,187,196,210,220,245,257,269,277,178,294,303,318,327,336,342,338,350,344,348,174,171,167,163,158,164,167
16,New Jersey,14515,70,44,43,41,41,40,38,37,37,37,36,70,35,36,37,36,37,35,35,33,36,35,65,61,58,53,51,49,48
17,Colorado,1598,33,21,21,19,19,19,19,19,18,18,18,31,17,19,19,18,19,18,19,19,20,19,30,29,27,24,24,22,22
18,Maryland,2939,110,64,61,59,55,53,49,48,46,47,46,109,41,42,40,41,40,39,41,39,40,39,103,97,89,85,79,75,68
19,Nevada,463,29,13,13,12,12,13,14,14,15,17,17,29,18,17,18,19,20,21,19,22,21,22,28,26,23,20,17,15,13
20,Tennessee,474,39,42,42,44,44,48,49,54,53,55,58,39,61,60,64,62,67,65,72,66,71,68,39,38,38,38,39,38,39
21,Hawaii,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22,Indiana,2422,60,53,51,51,52,52,52,52,51,51,55,60,56,52,56,55,55,55,57,56,56,59,58,58,54,53,55,53,51
23,Kentucky,499,42,49,49,51,52,49,52,53,52,54,58,44,57,58,57,57,56,57,61,58,61,61,42,45,45,45,47,47,48
24,Minnesota,1329,59,44,41,41,40,41,38,39,38,39,39,57,40,40,39,41,40,39,39,41,39,39,57,53,53,49,47,46,43
25,Oklahoma,359,19,23,25,28,29,32,33,39,39,43,45,19,48,50,48,52,55,56,57,56,59,57,20,21,21,21,23,22,23
26,Pennsylvania,6215,71,45,41,40,40,37,39,37,37,36,38,72,36,37,36,34,37,37,36,36,37,35,67,63,61,55,52,49,46
27,South Carolina,600,81,103,113,127,136,145,167,176,194,208,221,86,233,245,259,261,275,280,283,279,295,294,89,89,87,88,89,96,100
28,District of Columbia,515,10,6,6,5,6,5,5,5,5,5,4,9,5,4,4,4,4,4,4,4,4,4,9,9,8,8,7,7,7
29,Kansas,245,5,3,3,2,3,3,2,2,2,3,3,5,2,3,3,2,3,2,3,3,3,3,5,4,5,4,3,3,3
30,Missouri,889,24,20,18,17,19,19,19,20,19,19,19,26,20,19,20,21,20,21,22,21,22,22,23,24,22,22,21,19,19
31,Vermont,55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
32,Virginia,1546,124,83,81,78,74,73,75,70,70,72,69,122,68,68,70,68,70,71,70,68,69,71,116,112,104,100,94,91,88
33,Connecticut,4201,51,27,26,21,20,20,19,17,18,17,17,51,17,16,15,15,16,17,15,16,16,16,49,47,41,39,35,31,29
34,Iowa,652,42,43,42,43,46,45,46,49,51,51,52,42,54,52,53,51,52,52,55,54,56,52,41,40,41,39,40,38,41
35,Louisiana,3014,67,60,63,61,63,69,72,73,83,83,89,72,91,96,96,97,102,101,106,106,103,107,73,71,66,64,61,59,57
36,Ohio,2559,67,45,42,41,40,40,39,39,40,39,38,66,36,37,38,36,37,36,38,38,38,39,64,59,59,54,51,50,45
37,Michigan,6016,79,42,40,41,43,43,41,42,45,44,47,66,44,45,47,46,48,47,48,44,44,50,62,53,47,45,42,42,41
38,South Dakota,75,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,3
39,Arkansas,179,46,22,21,20,21,22,21,25,24,28,29,46,28,31,29,32,32,32,31,33,31,33,45,42,37,32,28,26,23
40,Delaware,422,8,5,4,4,4,4,4,3,3,3,3,8,3,2,3,2,2,2,2,2,2,2,8,8,8,7,6,5,5
41,Mississippi,891,42,42,43,45,44,44,46,47,50,50,52,43,52,50,52,55,54,57,56,60,58,57,42,44,42,42,41,41,42
42,New Mexico,435,19,19,19,18,18,18,18,19,19,19,19,18,19,19,20,20,21,20,21,20,20,22,18,18,17,17,17,18,18
43,North Dakota,74,2,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1
44,Wyoming,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,Alaska,12,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0
46,Maine,100,4,2,2,2,2,2,2,1,2,2,1,4,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,2,2
47,Alabama,773,70,61,63,60,60,64,64,67,68,69,73,73,77,74,80,80,78,83,82,86,85,83,75,72,71,67,61,61,59
48,Idaho,87,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0
49,Montana,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
50,Puerto Rico,147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
