forecast_date,target,target_end_date,location,location_name,type,quantile,value
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,point,NA,204
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.01,150
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.025,152
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.05,159
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.1,165
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.15,167
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.2,171
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.25,186
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.3,189
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.35,195
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.4,198
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.45,200
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.5,204
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.55,215
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.6,219
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.65,222
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.7,226
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.75,245
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.8,254
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.85,260
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.9,264
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.95,270
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.975,275
2022-04-03,1 wk ahead inc death,2022-04-09,GM01,GM01,quantile,0.99,288
2022-04-03,1 wk ahead cum death,2022-04-09,GM01,GM01,point,NA,15345
2022-04-03,1 wk ahead cum death,2022-04-09,GM01,GM01,quantile,0.01,15291
2022-04-03,1 wk ahead cum death,2022-04-09,GM01,GM01,quantile,0.025,15293
2022-04-03,1 wk ahead cum death,2022-04-09,GM01,GM01,quantile,0.05,15300
2022-04-03,1 wk ahead cum death,2022-04-09,GM01,GM01,quantile,0.1,15306
2022-04-03,1 wk ahead cum death,2022-04-09,GM01,GM01,quantile,0.15,15308
2022-04-03,1 wk ahead cum death,2022-04-09,GM01,GM01,quantile,0.2,15312
2022-04-03,1 wk ahead cum death,2022-04-09,GM01,GM01,quantile,0.25,15327
2022-04-03,1 wk ahead cum death,2022-04-09,GM01,GM01,quantile,0.3,15330
2022-04-03,1 wk ahead cum death,2022-04-09,GM01,GM01,quantile,0.35,15336
2022-04-03,1 wk ahead cum death,2022-04-09,GM01,GM01,quantile,0.4,15339
2022-04-03,1 wk ahead cum death,2022-04-09,GM01,GM01,quantile,0.45,15341
2022-04-03,1 wk ahead cum death,2022-04-09,GM01,GM01,quantile,0.5,15345
2022-04-03,1 wk ahead cum death,2022-04-09,GM01,GM01,quantile,0.55,15356
2022-04-03,1 wk ahead cum death,2022-04-09,GM01,GM01,quantile,0.6,15360
