id,Country,2020-08-01,2020-08-08,2020-08-15,2020-08-22,2020-08-29,2020-09-05,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31
0,"Afghanistan",1312,1361,1399,1429,1452,1470,1484,1495,1504,1511,1516,1520,1523,1526
1,"Albania",159,185,211,239,268,299,330,363,398,434,471,511,551,594
2,"Algeria",1222,1304,1390,1479,1571,1668,1769,1874,1984,2098,2217,2341,2470,2604
3,"Andorra",52,52,52,52,52,52,52,52,52,52,52,52,52,52
4,"Angola",49,58,68,77,85,94,102,109,116,123,130,136,142,148
5,"Antigua and Barbuda",3,3,3,3,3,3,3,3,3,3,3,3,3,3
6,"Argentina",3519,4306,5205,6231,7402,8733,10243,11952,13880,16048,18475,21180,24181,27492
7,"Armenia",752,803,848,888,924,955,984,1009,1031,1050,1067,1083,1096,1108
8,"Australia",193,240,298,368,453,558,685,841,1030,1260,1541,1882,2296,2799
9,"Austria",714,716,718,720,722,725,727,730,732,735,737,740,743,746
10,"Azerbaijan",466,517,559,594,623,646,666,682,695,706,715,722,728,733
11,"Bahamas",11,11,11,11,11,11,11,11,11,11,12,12,13,13
12,"Bahrain",152,164,175,184,192,199,205,210,215,218,222,225,227,229
13,"Bangladesh",3178,3451,3706,3944,4165,4372,4564,4743,4910,5066,5211,5346,5472,5589
14,"Barbados",7,7,7,7,7,7,7,7,7,7,7,7,7,7
15,"Belarus",562,595,627,659,690,721,751,782,811,841,870,898,926,954
16,"Belgium",9847,9889,9940,10001,10076,10167,10277,10411,10572,10767,11001,11284,11623,12029
17,"Benin",38,41,43,44,45,46,46,46,47,47,47,47,47,47
18,"Bhutan",0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Bolivia",2933,3312,3650,3951,4219,4457,4669,4856,5023,5170,5300,5416,5518,5608
20,"Bosnia and Herzegovina",303,328,350,370,388,404,418,430,441,451,460,468,475,482
21,"Brazil",93198,100855,109243,118364,128262,138970,150516,162919,176190,190330,205329,221163,237793,255169
22,"Brunei",3,3,3,3,3,3,3,3,3,3,3,3,3,3
23,"Bulgaria",371,408,444,481,517,553,589,625,661,697,732,768,803,838
24,"Burkina Faso",53,53,53,53,53,53,53,53,53,53,53,53,53,53
25,"Cabo Verde",23,25,25,26,26,27,27,27,27,27,27,27,27,27
26,"Cambodia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Cameroon",392,397,400,401,402,402,402,403,403,403,403,403,403,403
28,"Canada",8970,9022,9082,9151,9232,9324,9431,9554,9696,9860,10049,10267,10517,10806
29,"Central African Republic",61,63,64,65,65,66,66,66,66,66,66,66,66,66
30,"Chad",75,76,76,78,79,82,85,91,99,111,129,157,198,260
31,"Chile",9593,10074,10517,10925,11300,11646,11963,12255,12523,12769,12994,13201,13390,13564
32,"China",4659,4671,4691,4722,4770,4847,4969,5162,5466,5948,6709,7912,9814,12818
33,"Colombia",9564,10951,12213,13361,14402,15346,16201,16975,17674,18306,18877,19391,19856,20274
34,"Congo (Brazzaville)",52,53,54,54,54,54,54,54,54,54,54,54,54,54
35,"Congo (Kinshasa)",212,221,229,236,243,250,256,262,267,272,277,281,285,289
36,"Costa Rica",144,195,252,316,386,463,548,642,744,856,978,1109,1251,1403
37,"Cote d'Ivoire",101,106,112,116,121,125,129,133,137,140,143,146,149,152
38,"Croatia",146,158,170,180,189,197,204,211,216,221,226,230,233,236
39,"Diamond Princess",13,13,13,13,13,13,13,13,13,13,13,13,13,13
40,"Cuba",87,87,87,87,87,87,87,87,87,87,87,87,87,87
41,"Cyprus",19,19,19,19,19,19,19,19,19,19,19,19,19,19
42,"Czechia",384,402,425,453,487,528,578,639,714,805,915,1049,1211,1407
