id,Country,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01
0,"Afghanistan",1243,1298,1341,1374,1399,1419,1434,1446,1455,1462,1468,1472,1475,1477,1479
1,"Albania",135,158,183,210,238,267,296,327,357,387,416,445,472,497,521
2,"Algeria",1159,1248,1347,1456,1576,1708,1850,2005,2170,2345,2530,2722,2921,3125,3331
3,"Andorra",52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
4,"Angola",38,53,73,93,114,133,153,172,191,209,227,245,262,278,295
5,"Antigua and Barbuda",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6,"Argentina",3034,4019,5287,6744,8210,9498,10499,11203,11665,11953,12128,12231,12292,12328,12349
7,"Armenia",712,775,828,869,899,922,937,948,956,961,964,967,969,970,970
8,"Australia",155,200,262,338,426,527,643,773,917,1074,1241,1418,1599,1781,1960
9,"Austria",711,711,711,711,711,711,711,711,711,711,711,711,711,711,711
10,"Azerbaijan",415,459,492,518,537,551,561,569,574,578,581,583,585,586,587
11,"Bahamas",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
12,"Bahrain",140,145,145,145,145,145,145,145,145,145,145,145,145,145,145
13,"Bangladesh",2921,3206,3476,3727,3961,4178,4378,4563,4733,4888,5030,5159,5277,5384,5481
14,"Barbados",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
15,"Belarus",534,564,587,604,616,624,631,635,639,641,643,644,645,645,646
16,"Belgium",9823,9851,9900,9974,10088,10255,10496,10827,11253,11761,12308,12842,13310,13685,13962
17,"Benin",35,38,41,44,46,48,49,51,52,53,54,55,56,56,57
18,"Bhutan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Bolivia",2595,3036,3463,3873,4244,4567,4837,5056,5229,5363,5465,5541,5598,5640,5672
20,"Bosnia and Herzegovina",293,341,396,461,534,614,698,782,865,942,1012,1074,1126,1169,1205
21,"Brazil",87666,95484,101171,105418,108396,110424,111782,112676,113260,113639,113885,114043,114145,114210,114253
22,"Brunei",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
23,"Bulgaria",349,398,456,524,603,694,794,902,1017,1135,1253,1367,1475,1575,1663
24,"Burkina Faso",53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
25,"Cabo Verde",23,24,26,28,30,32,34,35,36,37,38,39,40,40,41
26,"Cambodia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Cameroon",391,406,416,423,427,430,431,433,433,434,434,434,434,434,435
28,"Canada",8934,8978,9038,9117,9218,9347,9506,9700,9928,10189,10475,10776,11080,11373,11644
29,"Central African Republic",60,63,66,68,70,72,73,75,77,78,79,81,82,83,84
30,"Chad",75,76,78,85,102,152,290,645,1446,2794,4219,5111,5482,5605,5642
31,"Chile",9052,9440,9699,9844,9909,9939,9953,9960,9963,9964,9965,9965,9965,9965,9965
32,"China",4652,4664,4689,4740,4846,5068,5528,6481,8452,12493,20666,36716,66441,115661,182471
33,"Colombia",8511,10574,12859,15238,17552,19664,21476,22952,24103,24968,25603,26059,26382,26608,26765
34,"Congo (Brazzaville)",52,55,57,61,65,69,74,80,86,93,100,108,116,125,133
35,"Congo (Kinshasa)",204,214,225,235,245,255,265,275,286,296,306,316,326,336,346
36,"Costa Rica",98,137,176,214,248,278,301,320,334,344,351,357,361,363,365
37,"Cote d'Ivoire",95,98,101,104,107,109,111,113,115,117,119,120,122,123,124
38,"Croatia",130,136,143,150,156,163,169,175,181,187,192,197,202,206,210
39,"Diamond Princess",13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
40,"Cuba",87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
41,"Cyprus",19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
42,"Czechia",372,388,419,477,582,760,1030,1378,1745,2052,2264,2391,2460,2495,2513
43,"Denmark",614,617,622,628,637,647,660,677,697,722,751,783,819,856,894
44,"Djibouti",58,59,60,60,61,61,61,61,61,62,62,62,62,62,62
45,"Dominican Republic",1058,1136,1214,1286,1349,1403,1446,1480,1506,1525,1540,1550,1558,1563,1567
46,"Ecuador",5537,5800,6085,6389,6702,7016,7321,7609,7875,8113,8322,8501,8653,8779,8883
47,"Egypt",4608,4879,5101,5281,5428,5548,5645,5725,5789,5842,5884,5919,5947,5970,5989
48,"El Salvador",402,489,587,696,813,936,1061,1185,1304,1415,1516,1606,1684,1750,1806
49,"Equatorial Guinea",51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
50,"Eritrea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"Estonia",69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
52,"Eswatini",31,40,51,63,73,84,94,103,111,118,124,130,134,138,141
53,"Ethiopia",216,304,457,733,1229,2105,3650,6318,10781,17872,28220,41538,56006,68836,78048
54,"Fiji",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"Finland",329,330,331,333,334,336,338,340,343,346,349,353,357,362,367
56,"France",30220,30329,30496,30731,31053,31488,32057,32777,33645,34633,35689,36742,37721,38573,39274
57,"Gabon",50,59,80,120,176,224,251,262,266,268,268,268,268,268,268
58,"Gambia",7,19,62,212,613,1252,1760,1982,2046,2060,2063,2064,2064,2064,2064
59,"Georgia",16,18,20,26,37,58,99,173,300,491,737,987,1186,1312,1380
60,"Germany",9130,9173,9229,9303,9399,9523,9681,9879,10121,10409,10743,11115,11513,11922,12322
61,"Ghana",167,189,212,237,263,291,320,350,381,413,444,476,507,538,568
62,"Greece",203,213,220,227,233,237,242,245,248,251,253,255,257,258,260
63,"Guatemala",1754,2096,2420,2760,3096,3422,3734,4024,4290,4528,4740,4924,5083,5218,5332
64,"Guinea",43,46,48,51,54,57,60,62,65,68,70,73,75,77,80
65,"Guyana",20,22,24,25,26,28,29,30,31,32,33,34,35,35,36
66,"Haiti",158,164,169,174,177,181,184,186,188,190,191,193,194,195,195
67,"Holy See",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"Honduras",1126,1395,1654,1911,2154,2378,2581,2760,2915,3047,3159,3251,3327,3389,3439
69,"Hungary",596,596,596,596,596,596,596,596,596,596,596,596,596,596,596
70,"Iceland",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
71,"India",33023,39931,48569,59022,71345,85435,100986,117499,134322,150750,166140,179999,192041,202179,210490
72,"Indonesia",4876,5631,6471,7391,8398,9492,10678,11954,13322,14777,16316,17933,19620,21366,23160
73,"Iran",15733,17238,18676,20050,21335,22530,23636,24650,25576,26416,27176,27859,28470,29016,29502
74,"Iraq",4383,4978,5592,6215,6817,7378,7885,8330,8710,9027,9287,9496,9663,9795,9898
75,"Ireland",1767,1780,1791,1800,1808,1813,1818,1821,1824,1826,1828,1829,1830,1831,1832
76,"Israel",465,530,597,659,710,746,770,785,793,798,801,803,804,804,805
77,"Italy",35117,35196,35288,35396,35521,35665,35832,36022,36240,36485,36760,37066,37402,37769,38162
78,"Jamaica",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
