id,Country,2021-03-27,2021-04-03,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22,2021-05-29,2021-06-05,2021-06-12,2021-06-19,2021-06-26,2021-07-03
0,Washington,5227,5278,5333,5468,5468,5468,5468,5468,5468,5468,5468,5468,5468,5468,5468
1,Illinois,23487,23648,23825,23974,23974,23974,23974,23974,23974,23974,23974,23974,23974,23974,23974
2,California,58776,59798,60640,61036,61036,61036,61036,61036,61036,61036,61036,61036,61036,61036,61036
3,Arizona,16940,17124,17237,17645,17645,17645,17645,17645,17645,17645,17645,17645,17645,17645,17645
4,Massachusetts,17079,17322,17591,17707,17707,17707,17707,17707,17707,17707,17707,17707,17707,17707,17707
5,Wisconsin,7284,7342,7403,7630,7630,7630,7630,7630,7630,7630,7630,7630,7630,7630,7630
6,Texas,48065,48795,49412,51079,51079,51079,51079,51079,51079,51079,51079,51079,51079,51079,51079
7,Nebraska,2179,2195,2211,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283,2283
8,Utah,2100,2141,2179,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197
9,Oregon,2378,2407,2436,2444,2444,2444,2444,2444,2444,2444,2444,2444,2444,2444,2444
10,Florida,33070,33446,33818,34381,34381,34381,34381,34381,34381,34381,34381,34381,34381,34381,34381
11,New York,49904,50285,50624,51226,51226,51226,51226,51226,51226,51226,51226,51226,51226,51226,51226
12,Rhode Island,2614,2637,2663,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712
13,Georgia,18832,19070,19286,19964,19964,19964,19964,19964,19964,19964,19964,19964,19964,19964,19964
14,New Hampshire,1234,1253,1275,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,1291
15,North Carolina,12027,12161,12296,12446,12446,12446,12446,12446,12446,12446,12446,12446,12446,12446,12446
16,New Jersey,24408,24698,25012,25174,25174,25174,25174,25174,25174,25174,25174,25174,25174,25174,25174
17,Colorado,6091,6119,6147,6165,6165,6165,6165,6165,6165,6165,6165,6165,6165,6165,6165
18,Maryland,8248,8364,8491,8593,8593,8593,8593,8593,8593,8593,8593,8593,8593,8593,8593
19,Nevada,5233,5291,5340,5373,5373,5373,5373,5373,5373,5373,5373,5373,5373,5373,5373
20,Tennessee,11829,11945,12069,12164,12164,12164,12164,12164,12164,12164,12164,12164,12164,12164,12164
21,Hawaii,459,465,473,481,483,484,485,486,486,486,486,486,487,487,487
22,Indiana,13003,13076,13149,13197,13197,13197,13197,13197,13197,13197,13197,13197,13197,13197,13197
23,Kentucky,6059,6346,6599,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816,6816
24,Minnesota,6909,6974,7048,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244,7244
25,Oklahoma,4868,4922,4964,4971,4971,4971,4971,4971,4971,4971,4971,4971,4971,4971,4971
26,Pennsylvania,24959,25181,25433,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633,25633
27,South Carolina,9115,9220,9322,9372,9372,9372,9372,9372,9372,9372,9372,9372,9372,9372,9372
28,District of Columbia,1055,1063,1070,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077
29,Kansas,4847,4876,4902,4948,4948,4948,4948,4948,4948,4948,4948,4948,4948,4948,4948
30,Missouri,8810,8888,8973,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200
