id,Country,2020-08-01,2020-08-08,2020-08-15,2020-08-22,2020-08-29,2020-09-05,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31
0,"Afghanistan",1312,1361,1399,1429,1452,1470,1484,1495,1504,1511,1516,1520,1523,1526
1,"Albania",159,185,211,239,268,298,329,362,395,430,466,503,541,580
2,"Algeria",1222,1304,1389,1478,1570,1666,1765,1868,1975,2085,2199,2316,2437,2561
3,"Andorra",52,52,52,52,52,52,52,52,52,52,52,52,52,52
4,"Angola",49,58,68,77,85,94,102,109,116,123,130,136,142,147
5,"Antigua and Barbuda",3,3,3,3,3,3,3,3,3,3,3,3,3,3
6,"Argentina",3519,4305,5200,6211,7341,8593,9964,11445,13025,14684,16402,18151,19903,21631
7,"Armenia",752,803,848,887,921,950,976,998,1017,1033,1046,1058,1068,1076
8,"Australia",193,240,297,367,453,556,682,835,1019,1241,1509,1829,2210,2662
9,"Austria",714,716,718,720,722,725,727,730,732,734,737,740,742,745
10,"Azerbaijan",466,517,559,594,623,646,665,681,694,705,713,720,726,731
11,"Bahamas",11,11,11,11,11,11,11,11,11,11,11,11,12,12
12,"Bahrain",152,164,175,184,191,198,203,207,211,213,216,217,219,220
13,"Bangladesh",3178,3451,3706,3943,4164,4369,4560,4738,4903,5056,5198,5331,5453,5567
14,"Barbados",7,7,7,7,7,7,7,7,7,7,7,7,7,7
15,"Belarus",562,594,625,654,682,710,736,761,785,808,830,852,872,891
16,"Belgium",9847,9889,9939,10001,10075,10165,10272,10400,10553,10732,10943,11187,11469,11789
17,"Benin",38,41,43,44,45,46,46,46,47,47,47,47,47,47
18,"Bhutan",0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Bolivia",2933,3311,3645,3938,4195,4418,4611,4777,4919,5041,5145,5234,5309,5374
20,"Bosnia and Herzegovina",303,328,350,370,387,402,416,428,438,447,455,462,468,474
21,"Brazil",93198,100853,109209,118180,127677,137574,147721,157948,168082,177956,187416,196338,204627,212218
22,"Brunei",3,3,3,3,3,3,3,3,3,3,3,3,3,3
23,"Bulgaria",371,408,444,480,516,552,587,622,657,692,726,759,792,825
24,"Burkina Faso",53,53,53,53,53,53,53,53,53,53,53,53,53,53
25,"Cabo Verde",23,25,25,26,26,27,27,27,27,27,27,27,27,27
26,"Cambodia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Cameroon",392,397,400,401,402,402,402,403,403,403,403,403,403,403
28,"Canada",8970,9022,9082,9151,9232,9324,9430,9552,9693,9854,10039,10251,10493,10769
29,"Central African Republic",61,63,64,65,65,66,66,66,66,66,66,66,66,66
30,"Chad",75,76,76,78,79,82,85,91,99,111,129,157,198,259
31,"Chile",9593,10074,10517,10924,11296,11635,11943,12222,12474,12701,12905,13088,13251,13397
32,"China",4659,4671,4691,4722,4770,4847,4969,5162,5466,5947,6706,7905,9794,12767
33,"Colombia",9564,10944,12189,13303,14294,15171,15943,16620,17211,17726,18174,18562,18897,19186
34,"Congo (Brazzaville)",52,53,54,54,54,54,54,54,54,54,54,54,54,54
35,"Congo (Kinshasa)",212,221,229,236,243,250,256,262,267,272,277,281,285,289
36,"Costa Rica",144,195,251,312,378,448,521,598,676,756,836,914,990,1064
37,"Cote d'Ivoire",101,106,112,116,121,125,129,133,137,140,143,146,149,152
38,"Croatia",146,158,170,180,189,197,204,210,216,221,225,229,232,235
39,"Diamond Princess",13,13,13,13,13,13,13,13,13,13,13,13,13,13
40,"Cuba",87,87,87,87,87,87,87,87,87,87,87,87,87,87
41,"Cyprus",19,19,19,19,19,19,19,19,19,19,19,19,19,19
42,"Czechia",384,402,425,453,486,527,577,636,708,794,897,1018,1161,1328
43,"Denmark",615,617,619,622,625,629,633,637,642,647,653,659,667,675
44,"Djibouti",59,59,60,60,60,60,60,60,60,60,60,60,60,60
45,"Dominican Republic",1143,1251,1373,1511,1668,1845,2043,2263,2507,2773,3063,3375,3707,4057
46,"Ecuador",5691,5891,6085,6273,6455,6630,6797,6958,7111,7257,7396,7527,7652,7770
