id,Country,2020-08-01,2020-08-08,2020-08-15,2020-08-22,2020-08-29,2020-09-05,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31
0,"Afghanistan",1312,1361,1399,1429,1452,1470,1484,1495,1504,1511,1516,1520,1523,1525
1,"Albania",159,185,211,239,268,297,328,360,392,425,459,494,528,564
2,"Algeria",1222,1304,1389,1477,1569,1663,1761,1861,1964,2069,2177,2287,2398,2511
3,"Andorra",52,52,52,52,52,52,52,52,52,52,52,52,52,52
4,"Angola",49,58,68,77,85,94,102,109,116,123,130,136,142,147
5,"Antigua and Barbuda",3,3,3,3,3,3,3,3,3,3,3,3,3,3
6,"Argentina",3519,4305,5194,6184,7267,8426,9640,10885,12129,13346,14507,15592,16584,17474
7,"Armenia",752,803,847,885,917,944,966,984,1000,1012,1022,1030,1036,1042
8,"Australia",193,240,297,367,452,554,678,827,1006,1218,1470,1766,2112,2510
9,"Austria",714,716,718,720,722,725,727,729,732,734,737,739,742,744
10,"Azerbaijan",466,517,559,594,622,646,665,680,692,703,711,717,723,727
11,"Bahamas",11,11,11,11,11,11,11,11,11,11,11,11,11,11
12,"Bahrain",152,164,175,183,190,196,200,203,205,207,208,209,210,210
13,"Bangladesh",3178,3451,3706,3942,4162,4366,4555,4731,4893,5044,5183,5312,5431,5540
14,"Barbados",7,7,7,7,7,7,7,7,7,7,7,7,7,7
15,"Belarus",562,593,622,648,673,696,718,738,756,773,789,803,816,829
16,"Belgium",9847,9889,9939,10001,10074,10162,10266,10387,10529,10691,10875,11079,11304,11545
17,"Benin",38,41,43,44,45,46,46,46,47,47,47,47,47,47
18,"Bhutan",0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Bolivia",2933,3309,3638,3922,4164,4369,4540,4682,4799,4896,4975,5039,5091,5134
20,"Bosnia and Herzegovina",303,328,350,369,386,401,413,425,434,442,449,455,461,465
21,"Brazil",93198,100850,109162,117931,126911,135819,144383,152369,159604,165991,171500,176155,180023,183190
22,"Brunei",3,3,3,3,3,3,3,3,3,3,3,3,3,3
23,"Bulgaria",371,408,444,480,515,550,585,619,653,686,718,749,780,809
24,"Burkina Faso",53,53,53,53,53,53,53,53,53,53,53,53,53,53
25,"Cabo Verde",23,25,25,26,26,27,27,27,27,27,27,27,27,27
26,"Cambodia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
