id,Country,2020-08-01,2020-08-08,2020-08-15,2020-08-22,2020-08-29,2020-09-05,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31
0,"Afghanistan",1312,1361,1399,1429,1452,1470,1484,1495,1504,1510,1515,1519,1523,1525
1,"Albania",159,185,211,239,267,296,325,355,386,416,446,476,506,535
2,"Algeria",1222,1304,1389,1476,1566,1657,1751,1846,1942,2039,2135,2232,2327,2422
3,"Andorra",52,52,52,52,52,52,52,52,52,52,52,52,52,52
4,"Angola",49,58,68,77,85,94,102,109,116,123,129,136,141,147
5,"Antigua and Barbuda",3,3,3,3,3,3,3,3,3,3,3,3,3,3
6,"Argentina",3519,4304,5182,6131,7120,8111,9067,9954,10750,11441,12025,12506,12895,13205
7,"Armenia",752,803,845,880,908,929,945,958,967,974,979,982,985,987
8,"Australia",193,240,297,366,450,551,671,813,980,1175,1400,1655,1942,2257
9,"Austria",714,716,718,720,722,725,727,729,731,734,736,738,740,743
10,"Azerbaijan",466,517,559,594,622,645,663,678,689,699,706,712,717,720
11,"Bahamas",11,11,11,11,11,11,11,11,11,11,11,11,11,11
12,"Bahrain",152,164,174,182,187,190,192,194,194,195,195,195,195,195
13,"Bangladesh",3178,3451,3705,3940,4158,4360,4545,4717,4874,5019,5152,5274,5385,5488
14,"Barbados",7,7,7,7,7,7,7,7,7,7,7,7,7,7
15,"Belarus",562,591,616,637,656,672,686,698,708,717,725,731,736,741
16,"Belgium",9847,9889,9939,10000,10071,10155,10252,10361,10482,10613,10752,10897,11042,11185
17,"Benin",38,41,43,44,45,46,46,46,47,47,47,47,47,47
18,"Bhutan",0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Bolivia",2933,3305,3624,3888,4102,4273,4406,4509,4588,4648,4693,4727,4753,4772
20,"Bosnia and Herzegovina",303,328,349,368,384,398,409,419,427,433,439,443,447,450
21,"Brazil",93198,100843,109051,117364,125250,132269,138166,142880,146501,149194,151151,152548,153533,154221
22,"Brunei",3,3,3,3,3,3,3,3,3,3,3,3,3,3
23,"Bulgaria",371,408,444,479,514,548,581,613,644,674,703,730,756,781
24,"Burkina Faso",53,53,53,53,53,53,53,53,53,53,53,53,53,53
25,"Cabo Verde",23,25,25,26,26,27,27,27,27,27,27,27,27,27
26,"Cambodia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Cameroon",392,397,400,401,402,402,402,403,403,403,403,403,403,403
28,"Canada",8970,9022,9082,9151,9231,9322,9427,9545,9680,9832,10002,10192,10403,10635
29,"Central African Republic",61,63,64,65,65,66,66,66,66,66,66,66,66,66
30,"Chad",75,76,76,78,79,82,85,91,99,111,129,156,197,257
31,"Chile",9593,10074,10517,10917,11268,11567,11817,12022,12187,12319,12423,12505,12569,12618
32,"China",4659,4671,4691,4722,4770,4847,4969,5161,5464,5942,6695,7875,9720,12583
33,"Colombia",9562,10919,12093,13082,13895,14552,15073,15482,15800,16045,16233,16376,16485,16568
34,"Congo (Brazzaville)",52,53,54,54,54,54,54,54,54,54,54,54,54,54
35,"Congo (Kinshasa)",212,221,229,236,243,250,256,262,267,272,277,281,285,289
36,"Costa Rica",144,194,246,299,351,399,443,482,515,542,565,583,597,609
37,"Cote d'Ivoire",101,106,112,116,121,125,129,133,136,140,143,145,148,150
38,"Croatia",146,158,170,180,189,197,204,210,215,220,223,227,230,232
39,"Diamond Princess",13,13,13,13,13,13,13,13,13,13,13,13,13,13
40,"Cuba",87,87,87,87,87,87,87,87,87,87,87,87,87,87
41,"Cyprus",19,19,19,19,19,19,19,19,19,19,19,19,19,19
42,"Czechia",384,402,425,452,485,524,571,625,687,758,837,924,1017,1114
43,"Denmark",615,617,619,622,625,629,632,636,641,646,652,658,664,672
44,"Djibouti",59,59,60,60,60,60,60,60,60,60,60,60,60,60
45,"Dominican Republic",1143,1250,1371,1504,1648,1802,1962,2125,2286,2442,2589,2725,2847,2956
46,"Ecuador",5691,5890,6080,6260,6427,6583,6725,6854,6970,7073,7165,7247,7318,7381
47,"Egypt",4850,5085,5278,5438,5570,5679,5770,5844,5906,5957,5999,6033,6062,6085
48,"El Salvador",468,559,661,775,898,1029,1165,1303,1439,1571,1695,1810,1913,2005
49,"Equatorial Guinea",51,51,51,51,51,51,51,51,51,51,51,51,51,51
50,"Eritrea",0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"Estonia",69,69,69,69,69,69,69,69,69,69,69,69,69,69
52,"Eswatini",40,49,58,66,73,80,86,92,97,101,105,108,111,114
53,"Ethiopia",284,385,528,729,1010,1400,1937,2670,3655,4952,6616,8681,11142,13936
54,"Fiji",0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"Finland",329,330,331,332,334,336,339,343,348,354,362,372,386,402
56,"France",30225,30264,30306,30351,30397,30447,30499,30554,30611,30671,30733,30797,30863,30930
57,"Gabon",51,54,58,64,71,80,91,105,122,141,162,185,207,229
58,"Gambia",9,23,56,125,268,561,1139,2208,3961,6337,8830,10817,12069,12740
59,"Georgia",17,18,20,24,28,35,46,61,83,114,158,217,293,387
60,"Germany",9151,9189,9230,9276,9325,9378,9435,9498,9565,9637,9714,9796,9883,9975
61,"Ghana",187,211,238,268,301,337,376,418,464,513,565,619,676,734
62,"Greece",209,218,224,230,236,241,245,249,252,255,257,260,262,264
63,"Guatemala",1945,2186,2361,2485,2571,2630,2672,2700,2719,2733,2742,2748,2753,2756
64,"Guinea",46,50,53,56,60,63,66,68,71,74,77,79,81,84
65,"Guyana",21,22,23,24,25,26,28,30,32,34,36,39,41,44
66,"Haiti",164,171,177,182,185,189,191,193,195,196,198,199,199,200
67,"Holy See",0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"Honduras",1286,1495,1716,1943,2172,2402,2628,2847,3057,3255,3440,3611,3766,3906
69,"Hungary",597,597,598,600,601,604,607,610,615,621,629,638,651,667
70,"Iceland",10,10,10,10,10,10,10,10,10,10,10,10,10,10
71,"India",38041,45293,53565,62899,73310,84773,97215,110513,124491,138930,153578,168170,182439,196145
72,"Indonesia",5355,6047,6761,7500,8264,9054,9868,10708,11572,12461,13375,14313,15274,16258
73,"Iran",16978,18483,19991,21489,22967,24412,25815,27166,28458,29685,30842,31926,32937,33873
74,"Iraq",4868,5480,6124,6789,7463,8133,8786,9412,10000,10544,11038,11482,11875,12219
75,"Ireland",1775,1788,1798,1808,1817,1825,1831,1837,1843,1847,1852,1855,1859,1862
76,"Israel",525,588,645,695,737,771,797,817,832,844,852,858,862,866
77,"Italy",35160,35225,35297,35376,35464,35561,35668,35785,35915,36057,36213,36384,36572,36778
78,"Jamaica",10,10,10,10,10,10,10,10,10,10,10,10,10,10
79,"Japan",1009,1024,1042,1062,1085,1111,1140,1173,1209,1250,1296,1347,1402,1464
80,"Jordan",11,11,11,11,11,11,11,11,11,11,11,11,11,11
81,"Kazakhstan",692,807,920,1031,1136,1234,1323,1402,1472,1532,1583,1625,1661,1691
82,"Kenya",334,414,511,633,782,964,1186,1453,1770,2142,2571,3058,3599,4186
83,"Korea, South",302,306,311,316,321,326,332,338,345,352,359,367,376,385
84,"Kuwait",450,468,483,496,507,515,521,525,529,531,533,534,535,536
85,"Kyrgyzstan",2037,3264,4494,5232,5640,5861,5979,6041,6075,6092,6101,6106,6109,6110
86,"Latvia",31,31,32,32,32,32,32,32,33,33,33,33,33,33
87,"Lebanon",61,78,100,128,163,205,257,319,392,478,576,685,804,929
88,"Liberia",77,81,84,86,88,90,91,91,92,93,93,93,93,94
89,"Liechtenstein",1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,"Lithuania",80,81,82,83,85,86,89,92,95,100,106,113,121,131
91,"Luxembourg",113,114,114,115,116,116,117,117,117,117,117,118,118,118
92,"Madagascar",110,146,182,215,246,274,300,325,347,367,386,402,418,432
93,"Malaysia",126,128,132,136,143,151,161,176,195,220,253,297,355,430
94,"Maldives",15,15,15,15,15,15,15,15,15,15,15,15,15,15
95,"Malta",9,9,9,9,9,9,9,9,9,9,9,9,9,9
96,"Mauritania",159,162,164,165,167,168,169,170,170,171,171,171,171,172
97,"Mauritius",10,10,10,10,10,10,10,10,10,10,10,10,10,10
98,"Mexico",47456,52022,56728,61542,66395,71216,75935,80489,84824,88895,92671,96134,99276,102099
99,"Moldova",779,835,893,952,1010,1066,1119,1168,1212,1251,1285,1315,1340,1361
100,"Monaco",4,4,4,4,4,4,4,4,4,4,4,4,4,4
101,"Mongolia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"Montenegro",53,61,65,68,70,71,72,72,72,72,72,73,73,73
103,"Morocco",349,402,475,572,700,869,1088,1369,1721,2151,2664,3253,3904,4592
104,"Namibia",13,19,27,35,44,54,65,76,88,101,114,127,140,153
105,"Nepal",49,53,56,60,64,67,71,74,77,80,83,86,89,91
106,"Netherlands",6161,6165,6170,6176,6184,6195,6209,6228,6251,6281,6318,6363,6417,6480
107,"New Zealand",22,22,22,22,22,22,22,22,22,22,22,22,22,22
108,"Nicaragua",114,120,127,133,140,146,152,159,165,171,177,183,189,194
109,"Niger",69,70,70,72,74,78,84,96,117,153,217,325,510,815
110,"Nigeria",914,979,1044,1108,1171,1234,1296,1358,1419,1479,1538,1597,1656,1713
111,"North Macedonia",495,533,567,596,622,644,662,678,691,702,711,718,724,729
112,"Norway",256,257,259,261,263,266,269,273,278,284,291,299,308,319
113,"Oman",441,502,555,597,628,650,665,674,680,684,686,688,689,689
114,"Pakistan",5993,6137,6239,6312,6363,6400,6426,6444,6458,6467,6473,6478,6481,6484
115,"Panama",1478,1688,1888,2071,2235,2378,2500,2601,2685,2753,2807,2849,2883,2910
116,"Papua New Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,"Paraguay",51,64,79,97,118,142,170,202,238,280,326,378,435,498
118,"Peru",21261,24840,27755,30039,31794,33121,34113,34847,35388,35784,36072,36283,36435,36546
119,"Philippines",2145,2422,2729,3069,3445,3859,4313,4808,5345,5924,6545,7208,7909,8646
120,"Poland",1712,1766,1832,1907,1992,2089,2198,2321,2458,2610,2779,2963,3164,3381
121,"Portugal",1738,1757,1773,1786,1796,1804,1810,1815,1819,1822,1825,1827,1828,1829
122,"Qatar",170,175,180,183,185,187,187,188,188,188,188,188,188,188
123,"Romania",2333,2533,2767,3035,3337,3668,4021,4387,4754,5112,5450,5761,6039,6282
124,"Russia",14051,14917,15701,16405,17030,17582,18066,18488,18854,19170,19442,19675,19874,20045
125,"Rwanda",6,7,7,8,9,10,11,12,13,14,15,16,18,19
126,"Saint Lucia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,"Saint Vincent and the Grenadines",0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"San Marino",42,42,42,42,42,42,42,42,42,42,42,42,42,42
129,"Saudi Arabia",2940,3160,3355,3526,3673,3798,3903,3991,4064,4123,4172,4212,4244,4270
130,"Senegal",212,239,271,307,349,396,449,509,576,651,734,825,924,1031
