,State,242,248,255,262,269,276,283
0,Washington,2037,67,71,75,78,79,79
1,Illinois,8686,182,188,188,184,177,168
2,California,15016,622,632,634,625,609,585
3,Arizona,5477,87,78,70,63,58,52
4,Massachusetts,9310,89,89,87,85,81,77
5,Wisconsin,1242,88,92,93,93,90,87
6,Texas,15088,629,589,545,503,461,417
7,Nebraska,442,29,30,31,32,30,29
8,Utah,440,25,25,25,25,24,23
9,Oregon,526,58,60,61,63,63,62
10,Florida,13296,662,640,609,573,534,487
11,New York,33087,111,126,144,156,166,172
12,Rhode Island,1088,20,23,26,27,29,29
13,Georgia,6602,230,219,208,192,177,160
14,New Hampshire,438,6,7,7,7,8,8
15,North Carolina,3243,188,175,180,208,240,271
16,New Jersey,16067,46,42,44,49,60,73
17,Colorado,2014,41,44,47,49,50,51
18,Maryland,3879,44,40,42,51,63,79
19,Nevada,1531,56,52,49,45,42,38
20,Tennessee,2218,166,160,151,141,130,118
21,Hawaii,120,24,30,35,40,43,43
22,Indiana,3506,105,110,114,114,111,106
23,Kentucky,1111,65,80,95,107,115,118
24,Minnesota,2017,72,73,73,71,68,65
25,Oklahoma,946,81,79,77,73,70,66
26,Pennsylvania,7960,136,154,172,187,198,203
27,South Carolina,3199,96,93,90,86,80,72
28,District of Columbia,620,3,3,2,2,2,2
29,Kansas,595,53,54,54,52,51,48
30,Missouri,1826,111,112,113,109,106,102
31,Vermont,58,2,2,2,2,3,3
32,Virginia,3013,133,139,144,145,142,138
33,Connecticut,4492,23,25,26,26,25,24
34,Iowa,1265,61,63,69,78,86,90
35,Louisiana,5368,84,79,67,63,65,71
36,Ohio,4615,200,203,202,200,194,185
37,Michigan,6969,135,145,152,156,158,155
38,South Dakota,202,9,8,8,7,7,6
39,Arkansas,1181,99,95,91,86,80,73
40,Delaware,621,6,6,6,6,5,5
41,Mississippi,2810,79,71,63,56,50,45
42,New Mexico,849,25,25,28,34,38,42
43,North Dakota,192,16,15,14,13,12,11
44,Wyoming,49,6,6,6,6,6,6
45,Alaska,45,9,9,9,9,9,8
46,Maine,139,6,7,8,9,10,11
47,Alabama,2437,108,103,96,88,83,76
48,Idaho,443,44,43,41,39,38,35
49,Montana,157,17,17,17,17,16,15
50,Puerto Rico,608,26,32,28,24,22,23
51,Virgin Islands,19,0,0,0,0,0,0
52,Guam,31,0,0,0,0,0,0
53,West Virginia,314,42,47,51,53,52,51
54,Northern Mariana Islands,2,0,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN
