,State,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172
0,Washington,1310,10,11,11,11,11,12,11,11,12,12,13,13,13,13
1,Illinois,6888,55,55,54,56,56,56,57,57,59,58,60,60,62,63
2,California,5930,119,123,124,128,129,132,134,138,141,143,148,148,152,155
3,Arizona,1588,41,43,43,45,45,47,47,49,48,50,50,51,52,53
4,Massachusetts,8041,40,27,27,26,26,26,24,25,24,24,23,23,23,22
5,Wisconsin,777,13,13,15,14,14,15,15,16,15,17,16,17,18,18
6,Texas,2390,64,63,66,67,68,69,72,73,74,76,77,79,81,83
7,Nebraska,267,6,8,7,8,8,7,8,8,7,8,9,7,8,8
8,Utah,167,-1,7,6,6,7,7,8,7,7,8,8,8,9,8
9,Oregon,202,5,5,5,5,6,6,5,7,6,7,7,6,8,7
10,Florida,3418,56,56,58,59,60,61,63,63,64,66,66,69,68,70
11,New York,31137,-51,51,51,50,51,50,50,50,51,51,53,52,53,54
12,Rhode Island,927,-295,1,1,1,1,1,0,1,1,1,1,1,1,1
13,Georgia,2778,-15,31,32,31,31,32,32,33,33,33,33,34,33,34
14,New Hampshire,367,4,4,5,4,5,5,4,4,5,5,4,5,5,5
15,North Carolina,1322,31,32,32,34,36,36,37,39,38,40,41,43,44,44
16,New Jersey,14973,46,44,43,43,43,41,42,40,42,41,42,41,41,43
17,Colorado,1674,10,11,11,10,11,11,10,11,11,10,11,10,11,11
18,Maryland,3208,-40,26,26,25,27,27,27,27,27,27,28,27,28,28
19,Nevada,500,6,7,7,7,8,7,8,8,8,9,8,9,9,10
20,Tennessee,577,15,16,17,16,17,16,18,18,18,18,18,19,19,19
21,Hawaii,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22,Indiana,2427,18,18,18,19,19,19,19,19,19,19,20,19,20,19
23,Kentucky,558,9,10,9,10,10,11,10,11,12,11,12,13,12,13
24,Minnesota,1425,19,19,19,20,20,20,20,21,21,22,23,22,23,24
25,Oklahoma,385,6,7,6,6,6,7,6,6,7,6,6,6,7,6
26,Pennsylvania,6605,36,35,35,35,35,35,35,35,35,35,36,35,35,36
27,South Carolina,712,14,15,15,16,16,17,17,17,17,18,19,19,18,21
28,District of Columbia,550,2,2,3,2,3,3,2,3,3,3,3,3,3,4
29,Kansas,269,5,6,7,6,6,7,6,7,7,8,7,8,8,7
30,Missouri,996,12,12,13,12,12,13,13,13,13,13,14,13,14,14
31,Vermont,56,0,0,1,0,1,0,0,1,0,1,0,1,0,0
32,Virginia,1730,23,22,21,22,21,21,22,21,22,22,22,22,23,23
33,Connecticut,4316,10,11,11,10,11,10,11,10,10,10,11,10,11,10
34,Iowa,703,11,10,10,10,10,11,10,10,9,10,9,10,10,9
35,Louisiana,3085,19,19,19,20,20,20,21,21,21,22,22,23,23,23
36,Ohio,2806,41,39,41,43,43,45,46,47,48,49,52,52,55,56
37,Michigan,6157,-52,23,22,22,23,23,24,24,25,26,26,28,28,29
38,South Dakota,91,2,3,3,2,3,3,3,3,2,3,3,3,3,2
39,Arkansas,264,8,9,9,9,9,10,9,9,10,9,9,10,10,9
40,Delaware,507,4,6,5,5,6,5,6,6,7,6,6,7,7,8
41,Mississippi,1039,10,12,11,11,11,12,11,12,11,12,11,12,12,12
42,New Mexico,492,5,6,6,6,6,6,6,6,7,6,7,7,7,7
43,North Dakota,79,1,2,2,2,3,2,2,2,2,2,2,2,2,2
44,Wyoming,20,0,1,1,1,1,0,1,1,1,0,1,1,0,1
45,Alaska,12,0,1,0,1,1,0,1,1,0,1,1,0,1,1
46,Maine,104,1,1,2,1,1,2,1,2,1,2,1,2,1,2
47,Alabama,918,18,17,18,18,18,19,18,19,19,20,19,20,20,21
48,Idaho,91,2,2,2,1,3,2,2,2,3,2,2,3,2,3
49,Montana,24,-1,1,1,1,1,1,2,1,1,1,1,1,2,1
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,93,2,2,3,2,3,2,2,3,2,3,2,3,2,3
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
