,State,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
0,Washington,1001,68,16,14,13,12,10,10,9,8,8,7,6,5,6
1,Illinois,4177,413,141,134,128,119,114,107,102,97,89,89,82,79,74
2,California,3240,209,86,83,76,70,66,63,57,56,51,48,44,42,40
3,Arizona,680,71,28,26,25,24,23,22,20,20,18,18,17,16,15
4,Massachusetts,5797,413,149,139,130,118,109,101,95,88,81,73,72,64,61
5,Wisconsin,453,24,10,10,9,9,10,9,9,9,9,9,8,9,9
6,Texas,1343,37,27,26,24,23,22,20,19,17,18,17,16,16,15
7,Nebraska,123,40,9,9,9,7,6,8,7,6,5,6,5,4,4
8,Utah,80,1,1,1,1,0,1,1,0,0,0,1,0,0,0
9,Oregon,137,7,1,1,1,1,1,1,1,0,1,0,1,0,1
10,Florida,1973,137,46,43,40,35,32,29,27,25,23,21,18,17,16
11,New York,28232,891,302,279,256,235,215,201,182,168,155,141,129,120,109
12,Rhode Island,499,62,21,20,20,19,19,17,17,17,17,15,16,15,14
13,Georgia,1610,42,25,22,20,17,15,15,13,10,9,10,8,7,6
14,New Hampshire,172,6,6,6,5,6,5,4,5,4,4,4,4,4,3
15,North Carolina,686,-33,4,4,4,3,3,3,3,3,2,2,3,2,2
16,New Jersey,10363,494,188,173,160,148,136,127,118,108,97,93,84,76,70
17,Colorado,1215,-17,22,20,19,16,16,15,11,12,10,10,8,8,7
18,Maryland,1992,158,61,57,53,52,48,45,42,38,37,35,33,29,28
19,Nevada,350,39,10,9,9,8,8,7,6,6,5,4,5,4,4
20,Tennessee,298,36,11,9,10,9,9,8,8,7,7,7,7,6,7
21,Hawaii,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,1751,97,42,37,35,33,31,27,26,23,22,21,19,17,16
23,Kentucky,334,26,5,4,3,4,3,4,3,2,3,3,2,3,2
24,Minnesota,731,4,16,17,16,17,17,18,18,17,18,19,18,19,19
25,Oklahoma,288,-3,0,1,0,0,1,0,0,0,0,1,0,0,0
26,Pennsylvania,4495,409,122,113,103,97,88,79,72,67,63,59,49,49,43
27,South Carolina,385,-7,2,1,2,1,1,1,1,1,1,1,0,1,1
28,District of Columbia,383,21,10,9,9,9,7,8,7,6,7,6,5,6,5
29,Kansas,195,6,5,4,4,3,4,3,3,3,2,3,2,3,2
30,Missouri,698,-39,19,18,16,15,14,13,12,11,10,11,9,8,8
31,Vermont,54,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Virginia,1010,68,26,24,23,20,20,18,17,16,14,15,13,12,10
33,Connecticut,3408,31,45,42,40,35,34,30,29,26,24,22,19,19,17
34,Iowa,351,19,11,10,9,9,8,8,7,8,5,7,6,5,5
35,Louisiana,2491,-11,26,26,23,22,21,20,20,18,16,17,16,15,13
36,Ohio,1625,104,38,35,32,30,27,24,21,20,18,17,15,14,12
37,Michigan,5124,-70,55,52,48,44,41,39,35,32,31,30,26,25,23
38,South Dakota,44,14,3,3,3,4,2,4,2,3,3,2,3,2,2
39,Arkansas,98,4,1,1,1,1,1,1,1,1,1,1,2,1,1
40,Delaware,290,16,9,9,8,8,8,6,7,5,5,5,5,5,4
41,Mississippi,521,-15,6,6,6,6,6,6,5,6,6,6,5,6,6
42,New Mexico,265,11,6,6,5,4,4,4,3,2,2,2,3,1,1
43,North Dakota,43,5,1,2,2,1,2,1,1,2,1,1,1,2,1
44,Wyoming,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Alaska,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,70,5,2,2,3,3,3,3,5,4,4,5,5,6,6
47,Alabama,488,50,13,12,11,11,8,9,8,7,7,6,5,5,5
48,Idaho,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,Montana,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Puerto Rico,123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,67,-5,1,0,0,0,0,0,0,0,0,0,0,0,0
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
