,State,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
0,Washington,1217,10,9,12,10,11,11,11,10,11,12,12,12,13,12
1,Illinois,6308,32,63,60,63,48,26,25,32,47,50,47,37,25,24
2,California,5099,31,70,101,83,51,83,58,39,62,90,82,57,75,62
3,Arizona,1191,20,30,34,37,32,34,30,31,36,38,39,38,37,37
4,Massachusetts,7624,31,31,30,28,27,25,24,25,24,23,22,20,20,19
5,Wisconsin,692,3,9,7,6,5,4,3,5,6,5,5,4,4,3
6,Texas,1984,21,27,30,24,22,18,21,27,28,26,25,23,24,25
7,Nebraska,215,2,3,2,14,2,1,1,3,3,3,10,3,1,1
8,Utah,139,3,5,1,4,5,2,2,4,5,2,4,5,3,3
9,Oregon,176,0,1,2,3,1,2,3,2,3,2,3,2,3,3
10,Florida,2931,37,61,53,53,47,51,41,53,65,62,61,59,56,55
11,New York,30825,57,51,67,55,48,47,44,46,45,43,42,40,39,37
12,Rhode Island,833,8,4,7,7,4,6,8,4,5,6,4,4,5,4
13,Georgia,2451,34,36,37,36,38,37,39,41,41,42,42,43,44,44
14,New Hampshire,320,3,4,8,5,4,4,5,3,5,5,5,4,4,4
15,North Carolina,1132,16,18,18,18,19,18,19,20,20,21,22,21,21,22
16,New Jersey,12659,57,54,53,51,46,44,43,42,42,39,37,35,34,32
17,Colorado,1598,10,9,10,9,6,8,8,8,7,8,7,7,6,7
18,Maryland,2939,21,25,22,21,18,18,13,17,18,17,15,16,13,12
19,Nevada,463,4,7,5,6,4,5,6,6,7,6,6,6,7,7
20,Tennessee,474,11,8,6,10,10,7,9,9,8,9,10,8,9,9
21,Hawaii,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Indiana,2422,17,19,17,19,17,16,17,16,17,16,16,16,15,15
23,Kentucky,499,3,4,5,6,4,4,4,5,4,5,5,5,4,5
24,Minnesota,1329,14,19,20,16,15,12,13,14,14,14,13,12,11,11
25,Oklahoma,359,1,5,3,2,3,1,3,2,5,3,3,4,2,3
26,Pennsylvania,6215,23,37,38,39,40,35,26,25,29,31,31,30,27,24
27,South Carolina,600,12,13,14,15,15,15,16,15,17,16,17,17,17,17
28,District of Columbia,515,3,3,3,3,2,3,3,2,2,3,2,2,2,2
29,Kansas,245,1,1,2,1,1,2,1,1,2,1,1,1,1,1
30,Missouri,885,6,6,5,5,7,4,6,5,5,5,5,6,5,5
31,Vermont,55,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32,Virginia,1546,9,10,9,9,8,7,7,7,8,7,7,6,7,6
33,Connecticut,4201,15,15,15,16,15,14,13,13,13,12,13,12,11,10
34,Iowa,652,8,7,8,8,6,8,8,7,8,8,7,7,8,7
35,Louisiana,3014,15,14,17,15,15,16,18,17,19,19,20,20,20,19
36,Ohio,2559,25,23,27,26,22,28,24,24,23,24,23,22,22,21
37,Michigan,6016,10,9,13,10,9,9,8,8,8,9,9,8,8,7
38,South Dakota,75,1,1,1,1,1,1,1,1,1,1,1,2,1,1
39,Arkansas,179,4,6,6,7,5,4,5,7,7,7,8,6,7,7
40,Delaware,422,3,2,2,2,3,3,2,2,2,2,2,2,2,1
41,Mississippi,891,12,12,12,10,12,12,13,12,12,12,12,12,13,12
42,New Mexico,435,6,7,6,6,5,6,5,6,5,6,5,5,5,6
43,North Dakota,74,0,1,1,1,0,1,1,1,1,0,1,1,1,0
44,Wyoming,18,0,0,0,1,0,0,1,0,1,0,1,0,1,0
45,Alaska,12,1,0,0,1,0,0,1,0,0,1,0,1,1,0
46,Maine,100,0,0,0,0,1,0,0,1,0,0,1,0,0,1
47,Alabama,773,18,15,17,16,16,14,18,21,20,20,20,19,19,21
48,Idaho,87,0,1,1,1,0,1,1,1,0,1,1,1,1,1
49,Montana,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0
50,Puerto Rico,147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,88,0,1,1,0,1,1,1,0,1,1,1,0,1,1
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
