,State,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
0,Washington,1270,-20,5,5,5,5,5,5,5,5,5,5,5,5,5
1,Illinois,6647,3,32,31,30,28,27,25,25,23,22,21,20,20,18
2,California,5515,68,61,60,60,61,60,60,60,59,60,59,58,59,58
3,Arizona,1349,120,40,43,45,47,49,50,52,54,55,56,58,58,60
4,Massachusetts,7858,-14,24,23,22,21,20,18,18,17,16,15,15,14,13
5,Wisconsin,744,3,6,6,5,5,6,5,5,5,5,5,5,4,5
6,Texas,2191,37,27,28,29,29,29,30,31,31,31,31,32,32,33
7,Nebraska,244,-6,3,3,3,2,3,2,3,2,3,2,3,2,2
8,Utah,158,9,4,4,4,5,4,5,5,5,5,5,6,5,6
9,Oregon,190,-17,1,1,2,1,2,1,2,2,2,1,2,2,2
10,Florida,3161,157,54,56,57,60,62,63,64,66,68,68,69,70,71
11,New York,31739,-747,30,28,27,25,25,23,23,21,21,20,19,19,17
12,Rhode Island,894,4,6,6,5,6,5,5,5,4,5,4,4,4,4
13,Georgia,2643,-10,23,23,23,22,23,22,22,22,22,22,21,22,21
14,New Hampshire,339,3,4,3,4,3,4,3,4,3,3,3,3,3,3
15,North Carolina,1223,79,20,19,20,20,21,20,20,20,21,20,21,20,20
16,New Jersey,12939,-61,28,28,26,25,23,22,21,20,19,18,17,16,15
17,Colorado,1647,29,8,7,7,7,6,6,7,5,6,6,5,5,5
18,Maryland,3066,46,18,17,16,16,15,15,14,13,14,12,12,12,11
19,Nevada,487,9,4,4,4,5,4,4,5,4,5,4,4,5,4
20,Tennessee,526,-32,7,7,8,7,8,7,8,8,7,8,9,8,8
21,Hawaii,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,Indiana,2540,34,15,15,14,14,13,13,13,12,12,11,12,11,10
23,Kentucky,526,5,4,3,4,3,3,4,3,3,4,3,3,3,4
24,Minnesota,1412,70,15,15,14,14,13,13,12,12,11,11,11,10,10
25,Oklahoma,369,7,2,2,2,2,2,3,2,2,2,2,3,2,2
26,Pennsylvania,6423,195,38,38,36,35,34,33,32,31,31,29,29,28,27
27,South Carolina,653,41,15,14,16,16,16,18,18,18,18,20,19,20,20
28,District of Columbia,533,5,3,2,2,3,2,2,2,2,2,2,2,1,2
29,Kansas,257,1,1,2,1,2,1,2,1,1,2,1,2,1,1
30,Missouri,975,-1,8,7,8,7,8,7,7,8,7,7,7,7,7
31,Vermont,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,Virginia,1611,91,13,13,12,12,12,11,11,11,11,10,10,10,9
33,Connecticut,4260,56,11,11,10,10,9,9,8,8,8,7,7,7,6
34,Iowa,686,48,8,7,7,8,7,7,6,7,7,6,6,6,6
35,Louisiana,3105,24,13,13,12,12,13,12,12,11,12,11,11,11,11
36,Ohio,2700,34,20,19,18,19,17,17,17,17,16,15,16,15,14
37,Michigan,6090,42,10,10,10,8,9,8,8,7,7,6,7,6,5
38,South Dakota,81,-4,1,1,1,1,1,0,1,1,1,1,1,0,1
39,Arkansas,225,-36,5,4,5,5,5,5,6,5,6,6,6,6,6
40,Delaware,435,18,2,3,3,2,3,2,2,2,2,2,2,1,2
41,Mississippi,938,73,12,13,12,12,12,12,12,12,12,12,12,11,12
42,New Mexico,469,13,5,5,5,5,5,5,5,5,5,4,5,4,5
43,North Dakota,77,-4,0,1,0,0,1,0,1,0,1,0,0,1,0
44,Wyoming,20,-1,0,0,0,0,0,1,0,0,0,0,1,0,0
45,Alaska,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0
46,Maine,102,-1,0,0,1,0,1,0,1,0,1,0,0,1,0
47,Alabama,839,32,12,12,13,13,12,13,13,12,13,13,13,13,12
48,Idaho,89,1,1,0,1,1,0,1,1,0,1,1,1,0,1
49,Montana,20,-2,0,0,0,0,0,0,1,0,0,0,0,0,0
50,Puerto Rico,149,8,1,2,1,2,1,2,1,2,1,2,2,1,2
51,Virgin Islands,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,89,-3,1,0,0,1,0,0,1,0,0,1,0,0,1
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
