,State,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152
0,Washington,1157,16,17,16,16,16,17,16,16,16,16,17,16,16,16
1,Illinois,5904,45,40,38,36,35,32,31,28,27,26,23,22,20,20
2,California,4632,144,147,149,150,151,152,153,153,153,154,152,151,149,147
3,Arizona,1051,68,75,78,79,80,81,81,80,77,75,73,70,69,67
4,Massachusetts,7316,18,14,11,12,10,9,7,7,6,4,5,3,4,3
5,Wisconsin,647,14,11,10,10,9,8,7,7,6,5,5,4,4,4
6,Texas,1841,75,69,66,65,62,59,55,54,51,49,47,45,42,40
7,Nebraska,187,10,9,7,8,7,7,6,5,5,5,4,4,3,4
8,Utah,121,17,15,14,14,13,13,12,12,12,11,10,10,10,9
9,Oregon,163,4,5,5,4,5,5,5,5,5,5,5,5,6,5
10,Florida,2700,137,129,123,122,117,114,109,105,101,96,91,89,87,86
11,New York,30374,65,54,50,49,45,42,38,36,33,31,28,26,24,22
12,Rhode Island,772,3,2,2,2,2,2,2,1,2,1,2,1,1,1
13,Georgia,2180,30,27,24,23,22,21,19,17,17,15,14,13,12,12
14,New Hampshire,286,3,2,2,2,1,2,1,2,1,1,1,1,1,0
15,North Carolina,1032,51,46,43,43,41,39,37,36,35,33,32,30,30,29
16,New Jersey,12176,40,33,29,29,25,23,21,19,16,15,14,12,10,9
17,Colorado,1527,15,14,14,13,13,12,12,12,11,10,10,10,10,9
18,Maryland,2749,29,23,20,20,18,16,14,13,12,11,9,8,8,7
19,Nevada,438,9,10,9,9,10,9,10,10,10,9,10,10,10,10
20,Tennessee,418,17,15,13,13,12,11,9,9,9,7,7,6,6,6
21,Hawaii,17,0,1,0,0,0,1,0,0,1,0,0,1,0,0
22,Indiana,2303,26,25,24,23,23,22,22,21,20,19,19,19,17,18
23,Kentucky,470,6,4,3,3,2,2,1,2,1,0,1,1,0,0
24,Minnesota,1197,24,21,21,20,19,19,17,17,16,16,14,14,14,12
25,Oklahoma,348,5,5,6,5,5,6,5,6,5,6,6,5,6,6
26,Pennsylvania,5943,26,24,24,23,22,22,22,20,20,20,18,19,17,17
27,South Carolina,546,26,28,28,28,28,28,28,27,28,28,29,30,31,32
28,District of Columbia,489,4,3,3,3,3,3,3,2,3,2,2,2,2,2
29,Kansas,233,3,2,2,2,2,1,2,1,1,1,2,0,1,1
30,Missouri,850,-25,8,7,7,5,6,4,4,4,3,2,3,2,2
31,Vermont,55,1,0,1,1,1,1,0,1,1,1,0,1,1,1
32,Virginia,1472,47,69,75,76,81,85,88,89,89,86,81,74,66,56
33,Connecticut,4071,10,9,8,8,8,8,7,7,6,6,6,5,5,5
34,Iowa,605,12,10,8,7,7,6,5,5,5,4,3,3,3,2
35,Louisiana,2936,41,36,34,33,31,29,28,25,25,22,22,19,19,17
36,Ohio,2379,23,21,19,19,18,17,16,15,14,14,12,12,11,10
37,Michigan,5927,39,48,43,44,40,40,38,37,36,35,31,30,28,27
38,South Dakota,65,3,4,3,3,4,3,3,3,4,3,3,3,3,3
39,Arkansas,154,18,19,18,19,18,18,18,18,18,18,17,18,17,18
40,Delaware,398,3,4,3,3,4,3,3,3,4,3,3,4,3,3
41,Mississippi,817,15,16,17,16,17,16,17,17,18,17,17,18,17,18
42,New Mexico,396,9,8,8,7,8,6,7,6,6,6,5,5,5,5
43,North Dakota,72,2,3,2,2,3,2,2,3,2,3,2,2,3,2
44,Wyoming,17,0,1,0,1,0,0,1,0,1,0,0,1,0,1
45,Alaska,10,1,0,1,0,1,0,1,0,1,1,0,1,0,1
46,Maine,99,2,2,2,3,2,2,2,2,3,2,2,3,2,2
47,Alabama,692,22,22,23,23,23,23,23,24,24,24,24,25,24,24
48,Idaho,83,2,2,2,1,2,2,1,1,1,2,1,1,0,1
49,Montana,18,0,0,1,0,0,0,1,0,0,0,0,1,0,0
50,Puerto Rico,142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,84,1,1,1,1,1,1,1,1,1,1,0,1,1,1
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
