,State,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
0,Washington,13,1279,10,10,8,9,8,7,7,6,7,6,5,5,5
1,Illinois,6865,163,62,58,55,52,49,46,43,41,39,36,34,33,29
2,California,5517,219,82,78,76,72,67,66,62,60,57,55,52,51,49
3,Arizona,1350,77,34,33,33,33,32,33,32,31,32,32,31,31,31
4,Massachusetts,7857,135,47,44,42,39,36,34,31,30,27,26,24,22,21
5,Wisconsin,751,-10,5,5,5,5,5,4,5,4,5,4,4,4,5
6,Texas,2195,35,24,25,26,26,26,28,28,29,30,30,31,33,33
7,Nebraska,252,1,2,2,1,2,2,1,2,1,2,1,1,1,1
8,Utah,21,140,2,3,2,2,2,3,2,2,2,3,2,2,2
9,Oregon,190,4,2,2,1,2,1,2,1,2,1,1,2,1,1
10,Florida,3160,124,53,52,50,49,48,47,46,45,45,42,43,42,42
11,New York,30884,215,72,67,63,61,56,53,51,47,45,42,40,37,36
12,Rhode Island,894,20,6,6,5,5,5,5,4,4,4,3,3,4,2
13,Georgia,2603,103,29,28,25,25,22,22,20,19,17,17,15,15,13
14,New Hampshire,339,-7,1,0,0,1,0,0,0,1,0,0,0,1,0
15,North Carolina,1245,1,9,10,9,10,10,10,11,10,11,11,10,12,11
16,New Jersey,12870,218,61,57,53,49,47,43,40,38,35,32,30,28,27
17,Colorado,0,1674,8,6,7,5,6,4,5,4,4,3,3,3,2
18,Maryland,3066,102,32,31,29,27,26,24,23,21,20,19,18,17,16
19,Nevada,487,18,6,7,6,6,5,5,6,5,4,5,4,4,4
20,Tennessee,519,27,10,10,10,11,10,10,10,10,11,10,10,10,11
21,Hawaii,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,5,2515,6,6,6,5,6,5,5,5,4,4,5,4,3
23,Kentucky,544,20,5,4,5,4,4,3,4,3,3,3,2,2,3
24,Minnesota,1412,-14,6,6,7,7,8,8,8,9,9,9,10,11,10
25,Oklahoma,65,304,1,2,1,2,1,2,2,2,2,3,2,3,3
26,Pennsylvania,6472,25,17,16,15,14,13,13,11,11,10,10,9,8,8
27,South Carolina,653,-3,8,7,7,7,7,7,7,8,7,7,7,7,7
28,District of Columbia,533,20,6,5,5,5,4,4,4,4,4,3,3,3,3
29,Kansas,258,8,3,3,3,3,3,2,2,3,2,2,1,2,2
30,Missouri,975,37,11,10,9,9,8,8,7,7,7,6,6,5,6
31,Vermont,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Virginia,1611,48,15,14,13,12,11,11,10,9,8,8,7,7,7
33,Connecticut,4260,22,11,11,10,10,8,8,8,6,7,6,5,5,5
34,Iowa,0,696,4,3,3,3,3,3,3,2,3,2,2,2,2
35,Louisiana,3105,-6,9,10,9,10,10,10,10,10,11,10,11,11,11
36,Ohio,1,2765,28,26,24,23,22,20,19,17,17,15,14,14,13
37,Michigan,6094,92,28,27,26,26,24,24,23,22,21,21,20,19,18
38,South Dakota,81,0,0,1,0,1,0,1,0,0,1,0,0,0,1
39,Arkansas,0,218,3,3,3,3,3,4,4,4,4,4,5,5,5
40,Delaware,684,-241,3,2,2,2,2,1,2,1,2,1,1,1,1
41,Mississippi,0,949,3,3,2,3,3,3,3,3,3,3,3,3,3
42,New Mexico,469,3,3,3,3,3,3,2,3,2,2,2,2,1,2
43,North Dakota,83,-1,0,0,1,0,0,0,1,0,0,0,1,0,0
44,Wyoming,20,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Alaska,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,102,1,0,1,0,0,0,0,1,0,0,0,1,0,0
47,Alabama,839,2,8,7,7,7,6,7,6,6,7,6,6,6,6
48,Idaho,0,90,0,1,0,0,0,0,0,1,0,0,0,1,0
49,Montana,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Puerto Rico,149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,89,-1,0,0,0,0,0,0,0,1,0,0,0,0,0
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
