id,Country,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-27,2021-11-28,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-04,2021-12-05,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10,2021-12-11,2021-12-12,2021-12-13,2021-12-14,2021-12-15,2021-12-16,2021-12-17,2021-12-18,2021-12-19,2021-12-20,2021-12-21,2021-12-22,2021-12-23,2021-12-24,2021-12-25,2021-12-26,2021-12-27,2021-12-28,2021-12-29,2021-12-30,2021-12-31,2022-01-01,2022-01-02,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-08,2022-01-09,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-15,2022-01-16,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-22,2022-01-23,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-01-29,2022-01-30,2022-01-31,2022-02-01,2022-02-02,2022-02-03,2022-02-04,2022-02-05,2022-02-06,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-12,2022-02-13,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-19,2022-02-20,2022-02-21,2022-02-22,2022-02-23
0,"Washington",8990,9014,9039,9064,9088,9113,9138,9162,9187,9211,9234,9257,9280,9302,9323,9344,9365,9386,9406,9426,9445,9465,9484,9503,9523,9543,9563,9583,9604,9625,9647,9670,9692,9716,9739,9764,9789,9814,9840,9866,9894,9921,9950,9978,10008,10038,10069,10100,10133,10165,10199,10233,10268,10303,10339,10376,10414,10453,10493,10534,10576,10619,10663,10709,10756,10805,10856,10908,10962,11018,11077,11137,11200,11266,11334,11405,11480,11557,11638,11722,11811,11903,12000,12101,12207,12318,12433,12554,12680,12811,12947,13089,13236,13388,13545,13708,13876,14048,14225,14407,14594
1,"Illinois",28550,28571,28592,28615,28638,28663,28689,28716,28744,28773,28802,28832,28862,28893,28924,28956,28989,29023,29060,29099,29142,29188,29238,29293,29352,29415,29483,29555,29633,29717,29807,29903,30005,30114,30230,30354,30486,30626,30774,30930,31095,31269,31452,31644,31846,32057,32279,32510,32750,33000,33257,33522,33794,34070,34352,34637,34924,35212,35500,35787,36071,36350,36625,36893,37155,37407,37652,37887,38112,38327,38531,38725,38908,39081,39243,39395,39538,39671,39794,39909,40016,40114,40205,40289,40366,40437,40503,40562,40617,40667,40713,40755,40793,40828,40860,40889,40915,40970,41133,41290,41439
2,"California",73233,73315,73398,73482,73565,73650,73735,73820,73905,73991,74076,74161,74246,74330,74414,74497,74579,74660,74740,74819,74898,74975,75052,75128,75206,75287,75370,75455,75544,75635,75729,75823,75917,76012,76108,76205,76305,76407,76511,76618,76727,76839,76952,77068,77185,77304,77425,77549,77674,77803,77934,78068,78205,78345,78487,78633,78781,78933,79090,79250,79414,79583,79757,79935,80118,80307,80501,80701,80907,81119,81338,81564,81797,82038,82287,82544,82811,83086,83371,83666,83971,84288,84616,84956,85308,85672,86049,86439,86841,87256,87684,88125,88579,89048,89530,90026,90537,91062,91601,92154,92721
3,"Arizona",21653,21691,21731,21772,21814,21858,21904,21951,22000,22049,22099,22150,22202,22255,22308,22362,22417,22472,22528,22584,22641,22698,22755,22813,22875,22940,23010,23084,23163,23247,23336,23427,23521,23617,23716,23819,23927,24038,24156,24278,24405,24537,24673,24814,24959,25108,25262,25420,25582,25749,25921,26097,26277,26461,26649,26842,27037,27236,27439,27645,27855,28068,28283,28501,28722,28944,29168,29394,29620,29848,30075,30304,30531,30759,30985,31211,31435,31657,31877,32094,32308,32520,32728,32933,33134,33331,33523,33711,33894,34072,34244,34412,34574,34731,34883,35029,35170,35305,35435,35561,35680
4,"Massachusetts",19189,19202,19216,19229,19242,19255,19268,19281,19293,19306,19319,19332,19345,19358,19371,19385,19399,19413,19427,19442,19456,19471,19486,19502,19518,19534,19551,19569,19587,19606,19627,19648,19671,19695,19720,19746,19774,19803,19833,19866,19900,19936,19975,20015,20058,20104,20152,20203,20256,20314,20374,20438,20506,20578,20654,20736,20822,20915,21014,21120,21234,21357,21489,21631,21785,21951,22130,22324,22533,22759,23004,23268,23552,23859,24189,24542,24920,25325,25753,26208,26687,27191,27715,28261,28821,29395,29975,30560,31139,31712,32270,32810,33327,33819,34281,34714,35114,35484,35820,36127,36402
5,"Wisconsin",9706,9724,9743,9762,9781,9800,9820,9840,9861,9883,9904,9927,9949,9972,9996,10019,10044,10069,10096,10124,10155,10187,10223,10261,10302,10346,10392,10442,10495,10551,10610,10673,10739,10808,10881,10957,11037,11119,11205,11293,11384,11478,11573,11671,11769,11869,11969,12070,12170,12270,12370,12469,12566,12662,12757,12849,12940,13027,13113,13195,13275,13352,13426,13496,13564,13628,13690,13748,13804,13856,13906,13952,13997,14038,14077,14114,14149,14181,14211,14239,14266,14291,14314,14335,14355,14373,14391,14407,14421,14435,14448,14459,14470,14480,14490,14498,14506,14513,14520,14526,14532
6,"Texas",72838,72941,73040,73137,73230,73319,73406,73490,73571,73650,73726,73800,73872,73943,74012,74080,74148,74214,74280,74345,74410,74474,74539,74603,74670,74742,74819,74901,74990,75087,75193,75306,75426,75554,75690,75836,75992,76157,76333,76521,76720,76931,77155,77394,77646,77913,78195,78492,78806,79136,79482,79845,80225,80622,81036,81468,81917,82384,82868,83370,83889,84426,84979,85548,86131,86730,87340,87964,88598,89242,89894,90553,91215,91883,92550,93219,93885,94548,95205,95855,96497,97129,97749,98357,98950,99529,100090,100635,101162,101670,102159,102628,103077,103508,103917,104308,104679,105032,105366,105683,105981
7,"Nebraska",3048,3054,3060,3066,3072,3079,3085,3092,3099,3107,3114,3122,3129,3137,3145,3153,3160,3169,3177,3186,3195,3205,3215,3226,3237,3249,3262,3275,3288,3303,3318,3333,3350,3367,3384,3402,3421,3441,3460,3481,3502,3523,3545,3568,3590,3613,3636,3660,3683,3707,3731,3755,3779,3803,3826,3850,3874,3897,3920,3943,3966,3988,4010,4031,4052,4073,4093,4113,4132,4151,4170,4187,4205,4221,4238,4253,4269,4283,4297,4311,4324,4337,4349,4361,4372,4383,4393,4403,4413,4422,4430,4439,4447,4454,4461,4468,4475,4481,4487,4493,4498
8,"Utah",3373,3383,3394,3405,3416,3428,3440,3452,3465,3477,3490,3503,3516,3528,3541,3554,3567,3581,3595,3610,3626,3643,3660,3679,3697,3716,3736,3755,3776,3797,3819,3843,3867,3892,3919,3946,3974,4002,4032,4063,4094,4127,4161,4197,4233,4271,4310,4350,4391,4434,4478,4523,4569,4617,4667,4717,4769,4822,4876,4931,4987,5044,5102,5160,5220,5280,5340,5400,5461,5522,5582,5643,5702,5761,5820,5877,5934,5989,6044,6096,6148,6197,6246,6292,6337,6379,6421,6460,6497,6533,6567,6599,6630,6658,6685,6711,6735,6796,6894,6994,7095
9,"Oregon",4803,4830,4857,4883,4909,4935,4960,4985,5010,5034,5058,5082,5105,5129,5151,5174,5196,5219,5241,5264,5287,5311,5334,5357,5381,5404,5427,5449,5472,5495,5518,5541,5564,5588,5611,5634,5657,5680,5703,5726,5749,5772,5796,5819,5842,5865,5888,5912,5935,5958,5981,6005,6028,6052,6076,6100,6124,6148,6172,6197,6221,6246,6271,6296,6322,6348,6374,6400,6426,6453,6480,6507,6535,6563,6591,6620,6649,6679,6709,6739,6769,6800,6832,6863,6895,6928,6961,6994,7028,7062,7096,7131,7167,7202,7238,7275,7312,7350,7388,7426,7465
