,State,165,171,178,185,192,199,206,213,220
0,Washington,1359,39,35,33,29,27,25,24,23
1,Illinois,7020,207,205,176,151,130,110,94,80
2,California,6373,420,437,430,422,409,391,368,344
3,Arizona,1825,232,252,239,223,204,182,161,140
4,Massachusetts,8183,130,115,95,79,65,54,45,38
5,Wisconsin,796,32,37,34,32,31,28,27,24
6,Texas,2641,201,221,218,210,197,182,164,147
7,Nebraska,284,12,13,10,9,7,7,5,5
8,Utah,184,19,19,19,19,18,17,15,15
9,Oregon,215,10,11,10,10,10,9,8,8
10,Florida,3731,358,379,375,364,342,313,281,250
11,New York,32206,149,90,70,56,44,37,31,25
12,Rhode Island,960,25,25,20,17,15,12,10,9
13,Georgia,2860,163,176,169,161,150,140,128,117
14,New Hampshire,381,18,18,17,15,13,12,11,10
15,North Carolina,1423,113,130,124,117,109,100,91,83
16,New Jersey,15211,257,203,149,115,90,71,57,47
17,Colorado,1701,32,34,32,29,26,24,21,19
18,Maryland,3243,75,67,55,47,40,33,29,25
19,Nevada,534,27,27,26,25,25,22,21,19
20,Tennessee,645,56,54,51,48,44,42,38,36
21,Hawaii,19,0,0,0,0,0,0,0,1
22,Indiana,2693,66,60,50,42,36,31,26,22
23,Kentucky,585,20,23,21,19,18,17,14,14
24,Minnesota,1508,47,44,37,32,28,24,21,18
25,Oklahoma,398,10,12,13,13,12,12,11,11
26,Pennsylvania,6753,133,137,124,112,102,92,83,74
27,South Carolina,820,86,92,90,86,81,73,66,58
28,District of Columbia,559,13,11,10,8,8,6,5,4
29,Kansas,284,8,9,8,7,7,7,6,6
30,Missouri,1051,46,53,55,56,56,57,56,56
31,Vermont,56,0,0,0,0,1,0,0,1
32,Virginia,1853,53,51,45,39,35,31,27,25
33,Connecticut,4335,33,34,28,23,20,17,14,13
34,Iowa,721,17,20,17,17,15,13,13,12
35,Louisiana,3288,74,69,68,65,63,62,60,58
36,Ohio,2911,118,132,133,131,128,120,112,100
37,Michigan,6218,45,47,40,36,30,27,24,20
38,South Dakota,97,2,2,2,1,2,1,2,1
39,Arkansas,287,20,22,22,22,21,20,19,17
40,Delaware,512,21,21,16,13,10,9,7,5
41,Mississippi,1111,73,83,86,83,81,75,71,65
42,New Mexico,513,23,27,27,27,26,25,24,23
43,North Dakota,80,1,1,1,0,0,1,0,0
44,Wyoming,20,0,1,1,1,1,1,0,1
45,Alaska,16,0,0,1,0,1,0,0,1
46,Maine,109,2,1,1,1,1,0,1,1
47,Alabama,1007,71,85,86,86,86,84,81,76
48,Idaho,93,2,2,4,3,3,4,4,4
49,Montana,23,1,2,1,1,2,1,2,1
50,Puerto Rico,155,2,3,3,3,3,3,3,2
51,Virgin Islands,6,0,0,0,0,0,0,0,0
52,Guam,5,0,0,0,0,0,0,0,0
53,West Virginia,94,2,4,3,3,4,3,3,2
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
