,State,214,220,227,234,241,248,255,262,269,276,283
0,Washington,1863,97,97,96,94,92,91,90,91,93,97
1,Illinois,8089,148,149,145,137,130,124,119,116,114,115
2,California,12153,881,838,793,746,700,658,622,593,570,553
3,Arizona,4771,304,267,233,201,173,150,130,114,102,92
4,Massachusetts,8921,110,111,106,99,91,84,78,74,71,70
5,Wisconsin,1081,50,50,50,49,49,49,49,51,53,56
6,Texas,11696,1189,1093,991,888,790,700,621,553,496,447
7,Nebraska,378,16,16,15,14,14,13,13,13,13,13
8,Utah,385,27,26,25,24,23,23,23,23,23,24
9,Oregon,417,33,33,33,33,33,34,35,36,38,41
10,Florida,10325,971,877,781,688,603,529,465,413,371,336
11,New York,32851,70,69,64,57,50,45,40,36,34,32
12,Rhode Island,1030,9,9,8,8,7,7,6,6,6,6
13,Georgia,5132,407,374,337,300,265,234,207,185,167,152
14,New Hampshire,429,6,6,6,6,6,5,5,6,6,6
15,North Carolina,2531,165,159,153,147,141,136,132,130,129,130
16,New Jersey,15946,36,33,30,26,23,20,18,16,15,14
17,Colorado,1918,41,40,39,38,37,36,36,37,38,39
18,Maryland,3691,79,78,75,71,67,63,60,58,57,57
19,Nevada,1197,115,107,98,90,81,73,66,60,55,51
20,Tennessee,1567,152,148,143,137,131,125,120,117,114,113
21,Hawaii,47,8,9,9,9,10,10,10,11,12,13
22,Indiana,3220,108,107,104,100,96,92,90,88,88,89
23,Kentucky,872,48,47,47,46,46,46,46,47,48,51
24,Minnesota,1813,59,58,56,54,51,49,48,47,47,48
25,Oklahoma,726,57,57,56,56,55,55,55,56,58,60
26,Pennsylvania,7557,119,118,115,111,107,105,103,103,104,108
27,South Carolina,2504,227,206,186,166,147,131,117,105,95,87
28,District of Columbia,604,6,6,5,5,4,4,4,4,3,3
29,Kansas,426,23,23,23,23,22,22,23,23,24,25
30,Missouri,1453,65,64,63,63,62,62,63,65,67,71
31,Vermont,58,0,1,1,1,1,1,1,1,1,2
32,Virginia,2467,99,99,96,93,89,86,84,83,83,84
33,Connecticut,4460,10,9,9,8,8,7,7,7,7,7
34,Iowa,1037,52,50,48,46,44,42,41,40,40,40
35,Louisiana,4746,188,164,143,123,105,91,79,70,62,56
36,Ohio,3978,161,157,154,151,148,146,146,147,150,155
37,Michigan,6659,67,67,65,63,61,60,60,61,62,65
38,South Dakota,161,8,7,7,7,7,6,6,6,6,6
39,Arkansas,687,65,63,60,57,54,52,50,48,46,46
40,Delaware,600,8,8,8,8,7,7,7,7,7,7
41,Mississippi,2240,161,144,126,110,95,82,70,61,54,48
42,New Mexico,745,32,31,30,29,28,27,27,27,27,28
43,North Dakota,136,10,10,10,10,10,10,10,10,10,10
44,Wyoming,37,3,3,3,3,3,3,3,4,4,4
45,Alaska,32,2,3,3,3,3,3,3,3,4,4
46,Maine,131,2,2,2,2,2,2,2,2,3,3
47,Alabama,2013,124,114,103,94,85,77,70,65,61,57
48,Idaho,307,38,36,35,33,31,30,29,28,27,26
49,Montana,90,10,10,10,10,10,10,11,11,12,12
50,Puerto Rico,390,59,60,59,59,58,57,57,57,58,60
51,Virgin Islands,11,0,0,0,0,0,0,0,1,1,1
52,Guam,6,0,0,0,0,0,0,0,0,0,1
53,West Virginia,179,21,21,21,21,22,22,23,23,25,26
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
