,State,165,171,178,185,192,199,206,213,220,227,234,241,248
0,Washington,1359,45,45,46,47,48,53,59,62,65,66,67,67
1,Illinois,7020,176,192,199,198,199,206,227,241,247,244,233,216
2,California,6373,441,465,504,584,655,708,738,744,729,697,652,599
3,Arizona,1825,260,276,310,341,359,361,350,328,298,265,230,196
4,Massachusetts,8183,137,118,104,97,93,89,91,96,97,95,90,83
5,Wisconsin,796,32,37,40,43,49,54,58,61,62,61,59,56
6,Texas,3000,246,292,339,381,415,439,454,459,455,442,423,399
7,Nebraska,284,19,19,20,20,20,19,19,18,17,16,15,14
8,Utah,184,16,19,22,24,26,27,28,28,28,28,27,26
9,Oregon,215,12,13,15,19,22,26,28,30,32,33,33,33
10,Florida,3731,324,382,444,499,539,561,564,550,521,483,439,392
11,New York,32244,157,125,108,97,90,87,89,88,85,80,74,68
12,Rhode Island,960,30,32,32,31,30,30,30,29,27,24,21,18
13,Georgia,2860,156,195,218,244,273,295,308,310,302,287,265,239
14,New Hampshire,381,16,17,17,18,18,19,21,23,24,23,22,21
15,North Carolina,1423,83,96,109,120,129,135,138,138,135,130,122,114
16,New Jersey,15211,162,123,100,90,84,80,82,86,86,84,80,74
17,Colorado,1701,37,41,43,43,44,49,54,57,59,60,59,56
18,Maryland,3243,88,90,90,89,89,91,99,105,107,106,101,94
19,Nevada,534,30,33,37,42,50,59,66,71,75,76,75,73
20,Tennessee,645,62,75,90,104,115,124,130,132,132,129,123,116
21,Hawaii,19,0,0,0,0,0,0,0,0,0,0,0,0
22,Indiana,2693,78,77,78,78,79,87,93,97,97,95,90,84
23,Kentucky,585,29,29,30,31,33,37,41,44,46,47,47,46
24,Minnesota,1508,54,58,60,62,64,67,76,84,90,92,93,91
25,Oklahoma,398,17,17,18,20,22,23,25,25,26,26,26,25
26,Pennsylvania,6753,161,159,157,154,154,164,169,169,165,158,148,137
27,South Carolina,820,98,100,114,132,146,155,159,157,151,141,129,116
28,District of Columbia,559,10,11,10,10,10,9,10,10,10,10,9,8
29,Kansas,284,12,10,10,11,11,12,12,12,12,12,11,11
30,Missouri,1051,39,40,40,41,45,49,51,52,53,52,50,48
31,Vermont,56,0,0,0,0,1,1,1,1,2,2,2,3
32,Virginia,1853,75,64,61,62,68,81,92,102,109,113,113,111
33,Connecticut,4335,37,37,35,32,30,29,29,29,28,27,25,23
34,Iowa,721,21,22,21,20,19,18,17,15,14,13,11,10
35,Louisiana,3288,89,93,98,104,118,130,137,139,136,130,120,109
36,Ohio,2911,108,113,118,121,124,136,152,164,172,175,173,166
37,Michigan,6218,66,66,68,70,74,85,95,103,108,111,111,109
38,South Dakota,97,7,7,7,7,7,6,6,6,6,5,5,5
39,Arkansas,287,33,38,45,52,57,60,62,63,61,59,56,52
40,Delaware,512,11,12,12,12,12,12,13,13,12,12,11,10
41,Mississippi,1111,78,87,90,98,104,106,105,99,91,82,72,62
42,New Mexico,513,24,24,24,25,25,26,28,30,32,32,32,31
43,North Dakota,80,2,2,2,2,2,2,2,1,1,1,1,1
44,Wyoming,20,0,1,0,0,0,0,0,0,0,0,0,0
45,Alaska,16,1,1,1,1,1,1,2,2,2,2,2,2
46,Maine,109,3,2,2,2,2,3,3,3,4,4,4,4
47,Alabama,1007,93,103,116,139,158,173,180,180,173,161,145,128
48,Idaho,93,2,3,3,4,5,7,8,9,10,11,12,12
49,Montana,23,1,1,1,1,1,2,2,2,2,2,2,2
50,Puerto Rico,155,3,3,3,3,3,4,4,5,5,6,6,6
51,Virgin Islands,6,0,0,0,0,0,0,0,0,0,0,0,0
52,Guam,5,0,0,0,0,0,0,0,0,0,0,0,0
53,West Virginia,94,2,2,2,2,2,2,2,2,1,1,1,1
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
