,State,191,199,206,213,220,227,234,241,248,255,262,269,276,283
0,Washington,1564,42,46,49,49,48,47,45,44,43,42,42,43,44
1,Illinois,7692,111,125,136,142,142,137,130,124,118,114,111,109,109
2,California,9214,873,868,847,817,782,743,704,665,630,599,573,551,535
3,Arizona,3694,509,473,428,380,333,287,245,208,176,149,127,109,94
4,Massachusetts,8609,65,72,80,85,85,81,75,68,62,58,54,51,49
5,Wisconsin,934,49,57,62,64,65,64,63,61,60,60,60,60,62
6,Texas,7309,1293,1289,1240,1166,1079,985,888,795,709,632,564,506,455
7,Nebraska,332,15,14,14,13,12,12,11,11,10,10,10,10,10
8,Utah,304,42,44,44,44,43,42,42,41,40,39,39,39,39
9,Oregon,322,43,47,50,50,51,51,51,51,51,52,53,55,57
10,Florida,6843,1382,1443,1382,1244,1075,903,745,610,498,407,335,278,233
11,New York,32675,99,101,100,95,86,77,68,59,53,48,44,41,38
12,Rhode Island,1007,16,16,16,15,14,13,12,11,10,9,8,8,8
13,Georgia,3752,325,333,323,304,280,256,232,210,190,173,159,147,137
14,New Hampshire,415,9,10,9,9,9,9,8,8,8,8,8,8,8
15,North Carolina,1942,170,175,175,173,169,164,159,154,150,146,144,142,141
16,New Jersey,15819,74,74,74,73,68,62,54,48,42,38,35,32,30
17,Colorado,1838,45,47,47,47,46,45,45,44,44,44,44,45,47
18,Maryland,3493,82,101,117,128,129,124,116,107,98,91,84,79,75
19,Nevada,830,103,104,101,95,89,82,75,68,62,57,52,48,45
20,Tennessee,1060,123,122,119,115,111,107,102,97,93,90,87,84,83
21,Hawaii,26,2,2,2,3,3,3,3,3,4,4,4,5,5
22,Indiana,2965,105,120,129,130,127,122,115,110,104,100,97,95,95
23,Kentucky,735,59,71,80,83,83,81,78,74,71,69,67,65,65
24,Minnesota,1640,42,47,51,53,53,52,50,47,46,44,43,42,42
25,Oklahoma,541,61,66,67,67,66,65,64,62,61,60,60,60,60
26,Pennsylvania,7207,115,133,150,160,162,159,154,148,143,139,137,136,137
27,South Carolina,1712,339,337,321,296,269,240,212,185,162,142,124,110,97
28,District of Columbia,585,4,5,5,5,5,5,4,4,4,3,3,3,3
29,Kansas,358,29,30,30,30,30,30,29,29,29,29,29,30,31
30,Missouri,1265,91,106,113,115,114,112,110,107,105,104,104,104,106
31,Vermont,57,0,0,1,1,1,1,1,1,1,1,2,2,2
32,Virginia,2174,65,77,88,95,97,95,92,88,85,82,81,80,80
33,Connecticut,4432,18,20,21,21,20,19,18,16,15,14,14,14,13
34,Iowa,872,52,57,58,57,55,52,49,46,43,41,39,38,37
35,Louisiana,3949,219,223,210,190,167,145,125,108,93,81,71,63,57
36,Ohio,3489,164,167,165,162,158,154,150,146,143,141,140,141,143
37,Michigan,6450,37,39,40,40,39,38,36,35,34,34,34,35,36
38,South Dakota,130,8,8,8,7,7,7,6,6,6,6,6,5,6
39,Arkansas,453,55,55,54,53,51,49,47,45,43,41,40,39,38
40,Delaware,585,7,7,7,7,7,6,6,6,6,5,5,5,5
41,Mississippi,1663,164,177,175,162,145,126,109,93,80,68,59,51,45
42,New Mexico,642,39,41,40,39,37,35,33,31,29,27,26,25,24
43,North Dakota,103,7,8,8,9,9,9,9,8,8,8,9,9,9
44,Wyoming,26,1,1,1,1,1,1,1,1,1,1,1,1,1
45,Alaska,23,5,6,7,7,7,7,7,7,8,8,8,8,9
46,Maine,123,2,2,3,3,3,3,3,4,4,4,4,4,5
47,Alabama,1580,202,202,194,180,163,146,130,114,100,88,78,70,62
48,Idaho,188,45,49,50,49,47,45,42,40,37,35,33,31,29
49,Montana,60,12,13,13,14,14,14,14,14,14,14,15,15,16
50,Puerto Rico,219,32,40,45,47,47,47,47,46,46,46,46,47,48
51,Virgin Islands,8,0,0,0,1,1,1,1,1,1,1,1,1,1
52,Guam,5,0,0,0,0,0,0,0,0,0,0,0,0,0
53,West Virginia,116,6,6,7,7,7,7,7,8,8,8,9,10,10
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
