,State,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
0,Washington,1220,25,15,14,14,14,14,14,14,13,14,13,14,13,13
1,Illinois,6326,61,37,35,34,31,31,28,28,25,25,23,22,21,20
2,California,5114,173,93,93,93,92,92,91,90,90,89,89,88,87,87
3,Arizona,1203,117,70,73,76,80,84,88,92,96,100,105,109,114,119
4,Massachusetts,7647,36,27,25,24,22,22,19,19,18,16,16,14,14,12
5,Wisconsin,694,25,13,13,13,13,13,13,13,13,13,13,12,13,12
6,Texas,2001,49,32,31,31,30,30,29,28,28,26,27,25,25,24
7,Nebraska,220,-2,1,2,1,1,1,2,1,1,1,0,1,1,1
8,Utah,143,2,3,3,3,4,3,3,4,3,4,3,4,3,4
9,Oregon,180,-3,2,1,2,2,1,2,1,2,2,1,2,1,2
10,Florida,2938,85,45,46,45,46,46,46,46,46,47,46,47,47,47
11,New York,30856,6,17,15,14,13,12,11,9,9,9,7,7,6,6
12,Rhode Island,851,-4,7,7,6,7,6,5,6,5,5,5,5,4,5
13,Georgia,2494,3,22,22,21,20,20,19,18,18,17,17,15,16,15
14,New Hampshire,320,11,6,5,5,5,5,5,5,5,5,5,5,4,5
15,North Carolina,1140,54,31,32,32,32,32,33,32,33,33,32,33,33,33
16,New Jersey,12708,13,29,26,25,23,21,20,19,18,16,16,14,13,13
17,Colorado,1605,12,9,9,8,8,7,7,7,7,6,6,5,6,5
18,Maryland,2947,51,29,27,27,26,25,24,23,22,22,20,20,19,19
19,Nevada,465,14,9,8,8,9,8,9,8,9,8,9,8,9,8
20,Tennessee,482,4,6,6,6,6,5,6,5,5,5,5,4,5,5
21,Hawaii,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Indiana,2433,24,16,16,15,14,14,14,13,12,12,11,11,10,10
23,Kentucky,505,7,6,6,6,6,6,5,6,6,5,5,6,5,5
24,Minnesota,1335,35,20,20,19,18,18,18,16,17,15,16,14,14,14
25,Oklahoma,359,8,4,5,4,5,4,5,5,5,5,5,5,6,5
26,Pennsylvania,6243,82,53,52,50,48,48,46,44,44,42,40,39,38,37
27,South Carolina,602,33,19,18,19,20,20,20,21,22,22,23,24,24,24
28,District of Columbia,515,6,2,3,2,3,2,2,2,2,2,1,2,1,2
29,Kansas,246,2,1,1,1,1,1,1,1,0,1,1,0,1,1
30,Missouri,887,21,11,11,11,10,11,10,10,9,10,9,9,8,9
31,Vermont,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32,Virginia,1552,35,20,20,19,19,18,18,17,16,17,15,15,15,14
33,Connecticut,4204,24,12,11,11,10,10,9,8,8,7,7,6,6,6
34,Iowa,658,8,6,7,6,6,5,5,6,4,5,4,5,4,4
35,Louisiana,3018,36,20,19,18,19,18,17,17,17,16,16,16,15,14
36,Ohio,2575,32,23,22,21,21,20,19,19,18,17,17,16,15,15
37,Michigan,6018,59,30,28,27,26,26,24,24,23,22,21,21,20,19
38,South Dakota,75,2,1,1,1,1,1,1,1,1,1,1,1,0,1
39,Arkansas,182,7,5,5,5,5,5,6,5,5,6,5,6,5,6
40,Delaware,423,4,3,2,2,2,2,2,2,2,1,2,1,2,1
41,Mississippi,895,23,13,13,13,12,12,12,11,11,11,11,10,10,10
42,New Mexico,440,6,5,6,5,5,5,4,5,4,5,4,4,4,4
43,North Dakota,74,1,1,1,1,1,0,1,1,0,1,1,0,1,0
44,Wyoming,18,0,1,0,0,1,0,0,1,0,0,1,0,0,1
45,Alaska,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,Maine,101,2,2,2,2,1,2,2,1,2,2,1,2,2,1
47,Alabama,774,34,18,17,17,17,17,16,17,16,17,16,16,15,15
48,Idaho,87,4,1,2,2,2,2,2,2,1,2,2,2,2,3
49,Montana,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Puerto Rico,147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,88,3,1,1,1,1,1,2,1,1,1,1,1,1,1
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
