,State,120,129,136,143,150,157,164,171,178,185,192
0,Washington,1044,56,48,41,36,33,32,31,30,30,29
1,Illinois,4607,811,854,882,915,997,1136,1314,1501,1627,1618
2,California,3583,504,484,480,488,524,596,695,813,920,978
3,Arizona,764,170,203,246,302,366,423,453,459,448,424
4,Massachusetts,6148,582,467,408,379,360,343,323,294,258,221
5,Wisconsin,487,47,42,41,41,41,41,40,37,34,30
6,Texas,1532,264,312,368,428,475,500,507,499,479,448
7,Nebraska,138,35,39,46,53,60,64,65,64,61,57
8,Utah,92,18,21,24,28,30,32,32,32,30,28
9,Oregon,145,9,9,8,7,6,6,6,5,5,5
10,Florida,2144,249,239,245,265,294,327,357,373,375,367
11,New York,29790,938,721,554,432,356,308,272,241,213,184
12,Rhode Island,556,77,73,69,68,69,71,73,73,69,63
13,Georgia,1775,189,200,211,219,222,218,208,194,177,157
14,New Hampshire,199,38,38,41,47,55,63,71,74,74,72
15,North Carolina,734,98,93,90,93,99,106,114,119,121,119
16,New Jersey,12623,840,695,580,490,435,406,386,368,344,309
17,Colorado,1310,204,192,205,230,258,287,305,307,298,280
18,Maryland,2159,289,273,278,296,317,338,347,339,318,290
19,Nevada,383,45,45,47,50,52,53,53,51,48,44
20,Tennessee,313,32,33,33,33,32,30,28,24,21,18
21,Hawaii,17,1,1,1,1,0,0,0,0,0,0
22,Indiana,1913,271,303,341,388,440,482,494,480,451,410
23,Kentucky,386,46,41,39,40,42,45,48,49,49,48
24,Minnesota,818,144,146,155,175,202,233,260,272,271,261
25,Oklahoma,304,21,22,21,20,18,16,14,11,8,6
26,Pennsylvania,4869,639,617,584,558,561,594,640,690,724,720
27,South Carolina,416,55,65,75,86,99,111,118,119,117,112
28,District of Columbia,412,55,51,47,44,43,44,46,47,47,45
29,Kansas,204,15,15,15,14,14,13,12,10,9,7
30,Missouri,749,104,122,140,159,177,186,188,184,175,162
31,Vermont,54,2,2,2,1,1,1,0,0,0,0
32,Virginia,1100,151,147,142,140,146,160,180,203,224,232
33,Connecticut,3583,292,226,184,154,135,124,116,108,100,90
34,Iowa,410,105,127,153,179,199,207,206,198,185,167
35,Louisiana,2629,179,148,137,131,125,120,112,102,90,78
36,Ohio,1837,309,326,365,422,493,567,618,632,621,590
37,Michigan,5366,286,234,193,162,142,129,117,104,92,81
38,South Dakota,48,8,10,12,14,15,16,16,15,14,13
39,Arkansas,110,11,12,12,12,12,11,10,9,7,6
40,Delaware,317,63,64,65,67,72,81,92,104,111,110
41,Mississippi,580,118,142,172,208,244,266,270,261,245,222
42,New Mexico,294,57,62,64,67,74,85,100,117,131,137
43,North Dakota,51,11,13,16,18,20,20,20,20,18,17
44,Wyoming,12,2,1,1,1,1,1,1,1,0,0
45,Alaska,10,0,0,0,0,0,0,0,0,0,0
46,Maine,73,5,5,4,4,3,3,3,2,1,1
47,Alabama,529,86,100,114,131,149,165,173,173,169,160
48,Idaho,77,5,4,3,3,2,2,1,1,0,0
49,Montana,16,0,0,0,0,0,0,0,0,0,0
50,Puerto Rico,126,8,7,6,5,5,4,4,3,3,2
51,Virgin Islands,6,0,0,0,0,0,0,0,0,0,0
52,Guam,5,0,0,0,0,0,0,0,0,0,0
53,West Virginia,70,8,7,6,6,6,5,4,4,3,2
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
