,State,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
0,Washington,945,13,13,13,13,12,12,11,11,12,10,11,10,10,9
1,Illinois,3459,110,81,76,73,69,68,64,65,62,61,57,58,49,53
2,California,2779,41,50,50,49,49,46,46,42,44,43,41,41,39,35
3,Arizona,542,29,17,17,17,17,17,16,15,15,15,15,13,14,13
4,Massachusetts,5108,88,103,101,98,92,89,85,81,82,74,69,67,64,61
5,Wisconsin,409,6,9,8,7,8,8,7,8,7,7,8,7,6,7
6,Texas,1117,29,25,25,25,24,24,23,22,22,22,21,20,21,19
7,Nebraska,98,-5,2,1,2,1,2,2,1,1,2,1,1,2,1
8,Utah,68,2,2,2,2,1,2,2,2,1,2,1,2,2,1
9,Oregon,130,3,3,3,3,4,3,3,3,2,3,3,2,3,2
10,Florida,1735,69,41,38,39,38,36,36,34,34,32,31,31,29,29
11,New York,26988,82,202,188,184,173,170,156,146,148,132,132,118,122,113
12,Rhode Island,430,19,13,12,13,11,12,10,11,10,10,9,10,8,8
13,Georgia,1444,30,35,33,32,31,32,29,31,29,29,29,27,27,25
14,New Hampshire,133,8,4,5,4,4,3,4,4,3,3,4,3,3,3
15,North Carolina,575,25,18,18,18,17,17,17,17,17,17,16,14,15,15
16,New Jersey,9340,202,134,129,122,116,110,104,103,100,90,85,83,75,78
17,Colorado,987,21,18,18,18,18,17,16,17,16,15,16,15,14,14
18,Maryland,1683,69,54,55,50,52,52,49,49,48,48,46,45,46,42
19,Nevada,312,9,6,5,6,5,5,5,5,5,5,4,4,4,4
20,Tennessee,251,-4,3,2,2,3,2,2,2,1,2,2,1,2,1
21,Hawaii,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Indiana,1540,43,37,35,35,34,32,32,29,29,30,26,26,25,25
23,Kentucky,311,0,4,4,4,3,4,4,3,3,4,3,3,3,3
24,Minnesota,591,28,22,21,22,21,21,21,20,21,20,19,18,20,17
25,Oklahoma,274,9,5,6,5,5,5,5,5,4,5,4,4,4,4
26,Pennsylvania,3832,227,124,121,120,116,111,103,106,103,101,95,96,92,87
27,South Carolina,346,6,11,9,10,10,10,9,8,9,8,8,7,8,7
28,District of Columbia,328,17,12,11,11,11,11,11,10,10,10,9,10,9,8
29,Kansas,180,-1,3,3,3,2,3,2,3,2,2,3,2,2,2
30,Missouri,622,-96,12,11,11,10,11,10,10,10,10,8,9,8,8
31,Vermont,53,0,0,0,1,0,0,0,1,0,0,0,0,1,0
32,Virginia,850,48,30,30,29,29,28,29,26,26,28,27,26,23,24
33,Connecticut,3008,82,59,57,58,53,53,50,52,50,44,47,43,41,40
34,Iowa,271,6,7,6,6,5,6,6,5,4,5,5,5,4,4
35,Louisiana,2308,44,31,31,29,27,25,26,23,23,22,20,18,20,17
36,Ohio,1357,60,38,36,36,34,34,32,32,31,32,29,28,28,28
37,Michigan,4812,-142,55,51,51,48,43,44,43,39,36,38,33,33,31
38,South Dakota,34,5,2,3,3,3,3,3,2,4,2,3,3,2,3
39,Arkansas,94,3,4,4,3,3,4,3,3,3,4,3,3,2,3
40,Delaware,225,8,6,5,6,6,5,6,6,5,5,5,4,5,5
41,Mississippi,435,20,13,13,12,12,12,11,12,11,11,11,10,10,10
42,New Mexico,208,3,6,6,6,5,6,4,6,4,5,4,4,5,3
43,North Dakota,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,Wyoming,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
45,Alaska,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Maine,65,4,2,3,2,3,2,3,2,2,2,3,2,2,2
47,Alabama,403,15,13,13,12,12,12,12,11,12,10,11,11,10,11
48,Idaho,70,-2,1,1,1,1,1,1,0,1,1,1,0,1,1
49,Montana,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Puerto Rico,113,2,2,2,2,2,2,2,2,2,2,1,2,2,1
51,Virgin Islands,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Guam,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,54,2,2,1,2,1,2,1,2,1,1,2,1,1,1
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
