,State,194,199,206,213,220,227,234,241,248,255,262,269,276,283
0,Washington,1600,72,87,97,102,102,101,98,95,93,91,90,90,91
1,Illinois,7723,125,146,166,178,181,177,169,161,153,147,142,139,138
2,California,9441,885,886,865,834,797,757,715,675,638,606,579,557,541
3,Arizona,3779,488,451,408,362,317,275,235,200,169,144,123,105,91
4,Massachusetts,8648,92,107,121,130,131,126,117,108,99,92,86,82,80
5,Wisconsin,949,54,62,67,69,69,69,67,66,65,64,64,65,66
6,Texas,7718,1248,1244,1197,1126,1043,954,862,773,692,618,554,499,451
7,Nebraska,328,18,19,19,19,19,18,17,16,15,15,15,14,14
8,Utah,314,40,41,42,41,41,40,39,38,38,37,37,37,37
9,Oregon,328,41,45,47,48,49,49,49,49,50,50,52,53,56
10,Florida,7157,1247,1232,1149,1035,910,785,668,564,474,399,337,286,245
11,New York,32697,84,81,76,70,62,54,47,40,35,31,28,26,24
12,Rhode Island,1010,9,9,9,10,10,9,9,8,8,7,7,7,7
13,Georgia,3842,316,315,302,284,264,242,221,202,184,169,155,144,136
14,New Hampshire,417,13,13,13,13,13,13,12,12,12,12,12,13,13
15,North Carolina,2043,151,152,151,149,146,143,139,135,132,130,129,129,129
16,New Jersey,15846,82,89,97,100,99,92,83,73,65,57,52,47,44
17,Colorado,1844,57,62,64,65,64,62,61,59,59,58,58,59,61
18,Maryland,3523,78,96,113,124,127,123,115,107,98,91,85,80,76
19,Nevada,847,96,96,93,88,82,76,70,64,59,54,50,46,43
20,Tennessee,1092,121,120,117,113,109,104,99,95,90,87,84,81,80
21,Hawaii,26,1,1,2,2,2,2,2,3,3,3,3,4,4
22,Indiana,2980,83,99,111,116,116,112,107,102,98,94,91,90,89
23,Kentucky,744,49,55,58,59,58,57,56,54,53,53,52,52,53
24,Minnesota,1656,46,51,55,56,55,53,50,48,46,44,43,43,42
25,Oklahoma,551,51,53,54,54,53,53,52,52,51,51,51,52,53
26,Pennsylvania,7224,91,97,102,104,102,99,95,91,88,86,85,86,87
27,South Carolina,1793,290,283,270,253,234,214,194,174,156,140,126,114,104
28,District of Columbia,586,5,5,6,6,6,5,5,4,4,4,3,3,3
29,Kansas,367,28,30,31,32,31,31,31,30,30,30,30,31,31
30,Missouri,1279,83,94,99,101,101,100,99,98,97,97,98,100,102
31,Vermont,57,0,0,1,1,1,1,1,1,1,1,1,2,2
32,Virginia,2218,93,120,147,165,171,169,161,152,144,136,130,126,123
33,Connecticut,4437,17,19,20,20,20,19,17,16,15,14,14,13,13
34,Iowa,884,48,51,51,50,48,46,44,41,39,38,37,36,36
35,Louisiana,4024,220,213,196,175,154,134,116,101,87,76,67,60,54
36,Ohio,3539,170,171,170,167,163,160,156,153,150,149,148,150,153
37,Michigan,6467,54,64,71,74,75,73,71,69,68,68,68,69,71
38,South Dakota,135,9,8,8,8,7,7,7,6,6,6,6,6,6
39,Arkansas,475,54,54,53,52,50,48,45,43,41,39,38,37,36
40,Delaware,585,7,7,7,7,7,7,6,6,6,6,5,5,5
41,Mississippi,1711,224,239,232,210,182,154,128,106,87,72,60,50,43
42,New Mexico,655,41,43,44,43,42,41,39,38,37,36,35,35,34
43,North Dakota,105,6,7,7,7,7,7,7,7,7,7,7,8,8
44,Wyoming,27,1,1,1,1,1,1,1,1,1,1,1,1,1
45,Alaska,25,4,5,5,6,6,6,6,6,6,7,7,7,8
46,Maine,124,2,3,4,5,5,5,6,6,6,6,7,7,8
47,Alabama,1633,174,169,160,149,137,125,112,101,91,81,73,67,61
48,Idaho,200,54,63,66,65,62,57,52,47,43,39,35,32,29
49,Montana,64,13,14,15,15,15,15,15,16,16,16,17,18,19
50,Puerto Rico,230,33,38,42,43,43,43,43,43,42,43,43,44,45
51,Virgin Islands,8,0,0,0,0,0,0,0,0,0,0,1,1,1
52,Guam,5,0,0,0,0,0,0,0,0,0,0,0,0,0
53,West Virginia,117,9,10,11,11,11,11,12,12,12,13,13,14,15
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
