,State,137,143,150,157,164,171,178,185,192,199,206,213,220
0,Washington,1157,40,39,40,43,49,56,64,72,80,87,93,97
1,Illinois,5904,460,370,336,344,360,380,402,420,429,427,416,394
2,California,4632,474,461,478,526,588,661,743,824,892,943,973,979
3,Arizona,1051,146,153,167,187,206,222,234,240,240,234,223,209
4,Massachusetts,7316,326,247,199,178,170,165,162,159,154,146,135,122
5,Wisconsin,647,66,67,71,80,89,97,104,108,111,110,108,104
6,Texas,1966,202,229,254,273,287,297,300,298,290,279,267,255
7,Nebraska,187,23,26,28,29,30,30,29,28,26,24,22,20
8,Utah,121,12,15,17,20,22,25,27,29,30,31,31,30
9,Oregon,163,7,5,5,5,5,6,6,7,7,8,8,8
10,Florida,2700,255,262,283,316,353,390,421,445,459,462,455,439
11,New York,31226,464,329,264,239,224,213,204,193,180,164,147,129
12,Rhode Island,772,68,70,74,77,80,83,84,83,79,72,65,56
13,Georgia,2180,176,200,218,228,234,234,229,220,206,190,174,160
14,New Hampshire,286,36,34,35,39,42,46,48,50,50,49,46,43
15,North Carolina,1032,112,121,135,152,171,192,212,228,240,247,247,242
16,New Jersey,14016,450,344,269,219,191,178,169,163,157,150,140,128
17,Colorado,1527,95,102,109,116,123,129,131,131,128,122,114,105
18,Maryland,2749,244,253,268,286,303,314,316,311,296,275,248,219
19,Nevada,438,24,26,29,31,34,38,41,43,45,45,45,44
20,Tennessee,418,52,56,61,68,73,78,81,81,81,79,77,74
21,Hawaii,17,0,0,0,0,0,0,0,0,0,0,0,0
22,Indiana,2303,178,185,196,211,224,232,236,233,225,211,194,176
23,Kentucky,470,42,40,43,48,53,60,65,70,74,75,76,74
24,Minnesota,1197,161,167,183,204,228,255,279,297,308,310,303,287
25,Oklahoma,348,17,18,18,18,17,15,14,13,11,10,9,8
26,Pennsylvania,5943,384,311,271,265,272,283,297,312,321,323,318,306
27,South Carolina,546,61,71,82,93,104,113,121,126,128,126,123,117
28,District of Columbia,489,22,21,19,17,17,18,18,19,19,19,18,17
29,Kansas,233,15,14,14,14,14,14,14,13,13,12,11,10
30,Missouri,850,75,87,99,110,122,133,142,148,150,149,145,138
31,Vermont,55,0,0,0,0,0,0,0,0,0,0,0,0
32,Virginia,1472,108,119,128,139,153,170,188,206,220,229,233,231
33,Connecticut,4071,142,120,106,100,97,94,92,89,84,78,70,62
34,Iowa,605,73,81,88,91,91,90,86,80,74,67,61,56
35,Louisiana,2936,136,125,122,124,126,126,124,118,110,101,90,79
36,Ohio,2379,223,241,265,291,322,354,380,399,408,407,395,375
37,Michigan,5927,149,118,102,96,93,93,92,91,89,85,79,73
38,South Dakota,65,7,8,9,10,10,10,10,10,9,8,8,7
39,Arkansas,154,22,23,25,29,32,36,39,41,42,43,42,41
40,Delaware,398,27,23,21,22,23,24,25,27,27,27,26,25
41,Mississippi,817,97,109,121,131,140,145,146,144,137,127,116,105
42,New Mexico,396,41,40,41,44,49,54,60,66,70,73,74,73
43,North Dakota,72,11,10,10,11,11,10,10,9,8,8,7,6
44,Wyoming,17,1,1,1,1,1,1,1,0,0,0,0,0
45,Alaska,10,0,0,0,0,0,0,0,0,0,0,0,0
46,Maine,99,6,4,4,4,4,4,5,5,5,5,5,5
47,Alabama,692,77,89,100,112,123,132,138,141,141,138,132,124
48,Idaho,83,1,2,2,1,1,1,1,1,1,1,1,1
49,Montana,18,0,0,0,0,0,0,0,0,0,0,0,0
50,Puerto Rico,142,6,4,4,4,4,4,4,5,5,5,5,5
51,Virgin Islands,6,0,0,0,0,0,0,0,0,0,0,0,0
52,Guam,5,0,0,0,0,0,0,0,0,0,0,0,0
53,West Virginia,84,7,6,6,6,5,5,5,4,4,3,3,3
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
