,State,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
0,Washington,1002,15,6,5,5,5,4,4,4,4,3,3,3,3,3
1,Illinois,4234,420,136,135,135,134,134,132,132,130,130,127,126,125,123
2,California,3279,220,75,74,73,72,70,69,68,66,65,64,62,61,59
3,Arizona,687,36,23,23,23,24,23,24,24,24,23,24,24,24,24
4,Massachusetts,5862,404,131,127,123,120,117,113,110,106,103,99,96,93,89
5,Wisconsin,459,81,14,15,14,14,14,14,14,14,14,14,13,13,13
6,Texas,1350,29,24,24,22,22,21,20,20,19,18,18,17,16,15
7,Nebraska,123,33,7,8,8,7,8,8,9,8,8,9,8,9,9
8,Utah,80,3,2,2,1,2,2,1,2,1,1,2,1,1,2
9,Oregon,138,14,2,2,3,2,2,2,2,2,2,2,2,2,1
10,Florida,1997,28,29,28,27,27,25,24,23,22,21,21,19,19,18
11,New York,28339,346,135,124,116,106,99,92,86,78,73,66,62,57,52
12,Rhode Island,506,10,9,8,8,8,7,7,6,6,6,6,5,5,4
13,Georgia,1649,-13,21,20,18,19,17,17,15,16,14,14,13,12,12
14,New Hampshire,172,8,7,6,6,7,6,7,6,7,7,6,7,7,7
15,North Carolina,693,82,26,26,26,27,26,27,27,27,28,27,27,28,27
16,New Jersey,10439,257,131,124,119,113,108,102,98,92,88,84,79,74,71
17,Colorado,1224,41,25,25,24,24,23,23,22,22,21,21,20,19,19
18,Maryland,2023,228,67,68,67,67,67,66,65,65,64,63,63,61,61
19,Nevada,358,3,5,5,4,5,4,4,5,3,4,4,3,4,3
20,Tennessee,301,24,6,6,7,5,6,6,5,6,5,5,5,5,4
21,Hawaii,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22,Indiana,1765,145,42,40,40,39,38,37,36,35,34,33,33,31,30
23,Kentucky,346,48,9,8,8,9,8,8,7,8,8,7,7,8,7
24,Minnesota,740,212,58,62,65,67,70,74,77,80,83,87,90,93,97
25,Oklahoma,288,32,4,5,4,4,4,4,4,3,4,3,3,3,3
26,Pennsylvania,4515,417,124,122,120,119,118,115,114,111,110,108,107,104,102
27,South Carolina,391,51,10,10,10,10,9,10,9,9,9,9,9,9,8
28,District of Columbia,392,34,12,11,12,12,12,11,12,11,11,11,11,11,10
29,Kansas,198,49,8,9,9,8,9,9,8,9,9,9,8,9,9
30,Missouri,714,-88,13,12,13,12,11,12,11,11,11,10,10,10,9
31,Vermont,54,1,0,1,0,0,0,0,0,0,0,1,0,0,0
32,Virginia,1015,138,37,37,37,37,37,37,36,37,36,36,36,35,35
33,Connecticut,3450,48,45,43,40,39,37,35,33,31,29,28,26,25,23
34,Iowa,355,31,14,15,14,15,14,15,15,14,15,14,15,14,14
35,Louisiana,2563,-153,14,13,12,11,11,10,9,8,8,8,6,7,6
36,Ohio,1657,56,36,35,33,33,32,31,31,29,28,27,27,25,25
37,Michigan,5148,64,49,46,44,42,39,37,35,33,32,29,28,26,24
38,South Dakota,44,4,1,2,2,1,2,1,2,1,2,1,2,1,2
39,Arkansas,100,8,2,2,1,2,2,1,2,1,2,1,1,2,1
40,Delaware,297,3,7,7,7,7,7,6,6,6,6,6,6,5,5
41,Mississippi,527,14,14,14,13,14,13,14,13,13,12,13,13,12,12
42,New Mexico,270,15,10,10,9,10,10,9,10,10,9,10,9,10,9
43,North Dakota,44,4,2,1,2,1,2,1,2,1,2,1,1,2,1
44,Wyoming,10,-1,0,0,1,0,0,0,0,0,0,1,0,0,0
45,Alaska,10,-2,0,0,1,0,0,0,0,0,0,0,0,0,0
46,Maine,71,9,1,2,1,2,1,1,2,1,1,2,1,1,1
47,Alabama,489,26,12,12,12,12,12,11,11,11,11,11,10,11,10
48,Idaho,74,2,1,0,1,0,0,1,0,0,1,0,0,0,1
49,Montana,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Puerto Rico,124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,68,1,1,1,1,1,1,1,1,1,1,1,0,1,1
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
