,State,206,213,220,227,234,241,248,255,262,269,276,283
0,Washington,1766,97,101,102,100,98,95,93,93,93,94,97
1,Illinois,7937,156,168,171,168,161,153,147,141,138,136,137
2,California,11218,1101,1066,1018,964,906,848,793,744,702,666,638
3,Arizona,4492,356,318,280,244,212,182,158,137,120,106,95
4,Massachusetts,8826,108,115,116,111,103,94,86,80,75,72,70
5,Wisconsin,1038,51,52,52,51,50,50,50,50,51,53,56
6,Texas,10268,1327,1213,1091,968,849,740,643,559,489,431,383
7,Nebraska,361,17,17,16,15,15,14,14,14,13,13,14
8,Utah,363,31,30,30,29,28,28,27,27,27,28,29
9,Oregon,386,37,37,37,37,37,38,38,39,40,42,45
10,Florida,9345,1123,1032,929,823,720,625,542,471,412,363,323
11,New York,32809,66,59,52,45,39,33,29,26,23,22,20
12,Rhode Island,1021,10,10,10,10,9,8,8,7,7,7,7
13,Georgia,4669,402,379,348,313,279,248,220,196,176,160,146
14,New Hampshire,423,9,9,8,8,8,7,7,7,7,7,8
15,North Carolina,2343,169,164,158,151,145,139,134,130,127,126,127
16,New Jersey,15910,50,47,43,39,34,29,26,23,21,19,18
17,Colorado,1896,44,43,42,41,40,39,38,38,39,40,41
18,Maryland,3636,92,99,100,97,91,86,80,76,73,71,70
19,Nevada,1069,114,108,101,92,84,76,68,62,56,52,48
20,Tennessee,1345,130,125,120,114,109,103,98,94,91,89,88
21,Hawaii,40,11,14,16,17,17,17,17,18,18,19,20
22,Indiana,3128,104,109,108,105,100,96,92,89,87,87,88
23,Kentucky,810,42,42,42,41,41,40,40,40,41,42,44
24,Minnesota,1705,56,57,56,54,52,49,47,46,45,45,45
25,Oklahoma,657,51,51,51,50,50,49,49,49,50,51,53
26,Pennsylvania,7451,115,116,114,111,106,102,98,96,96,97,100
27,South Carolina,2260,245,225,203,183,162,144,128,113,101,92,84
28,District of Columbia,597,6,6,6,5,5,4,4,4,3,3,3
29,Kansas,406,26,26,26,25,25,25,25,25,25,26,27
30,Missouri,1378,63,63,63,62,62,61,62,63,65,68,72
31,Vermont,58,0,1,1,1,1,1,1,1,1,1,2
32,Virginia,2381,123,131,132,129,124,119,114,110,107,105,105
33,Connecticut,4453,13,13,12,11,11,10,10,9,9,9,10
34,Iowa,975,51,50,49,47,45,43,41,40,39,38,38
35,Louisiana,4430,207,185,163,142,122,106,91,80,70,63,57
36,Ohio,3824,159,157,154,150,147,144,142,142,142,145,150
37,Michigan,6586,65,68,68,66,64,62,61,61,61,63,66
38,South Dakota,152,8,8,7,7,7,6,6,6,6,6,6
39,Arkansas,600,62,60,57,55,52,49,46,44,42,41,39
40,Delaware,593,8,8,8,7,7,6,6,6,6,6,6
41,Mississippi,2080,183,166,148,130,112,96,82,71,61,53,46
42,New Mexico,711,33,32,31,30,29,29,28,27,27,28,28
43,North Dakota,121,9,9,9,9,9,8,8,8,9,9,9
44,Wyoming,30,1,1,1,1,1,1,1,1,1,2,2
45,Alaska,28,2,2,2,2,2,2,2,3,3,3,3
46,Maine,127,2,2,2,2,2,2,2,2,2,2,3
47,Alabama,1896,145,134,123,112,101,92,83,75,69,64,60
48,Idaho,269,42,41,40,38,36,34,32,31,29,28,27
49,Montana,82,12,12,12,12,12,12,12,13,13,14,15
50,Puerto Rico,329,63,69,70,70,69,67,65,64,63,63,63
51,Virgin Islands,9,0,0,0,0,0,0,0,0,0,0,1
52,Guam,5,0,0,0,0,0,0,0,0,0,0,0
53,West Virginia,160,24,26,26,27,27,27,27,27,28,29,30
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
