,State,166,171,178,185,192,199,206,213,220,227,234,241,248
0,Washington,1369,44,45,46,47,48,53,58,62,64,66,67,67
1,Illinois,7026,143,138,131,122,116,111,112,118,120,118,113,106
2,California,6441,427,454,498,576,645,696,724,730,715,683,640,588
3,Arizona,1829,255,312,360,382,387,376,352,323,294,261,227,194
4,Massachusetts,8198,125,103,84,71,61,54,50,47,43,39,35,30
5,Wisconsin,796,32,36,39,42,48,53,57,59,60,59,58,55
6,Texas,3062,244,292,335,375,408,431,445,450,446,434,415,392
7,Nebraska,283,18,19,21,20,19,19,18,17,16,16,15,14
8,Utah,190,17,19,22,25,26,28,29,29,29,28,27,26
9,Oregon,215,12,13,15,19,22,26,28,31,32,33,33,33
10,Florida,3778,317,381,450,507,549,572,575,561,532,493,448,400
11,New York,32261,172,132,108,98,90,88,89,89,85,81,75,69
12,Rhode Island,960,27,26,25,23,22,21,19,17,14,13,11,9
13,Georgia,2878,152,185,218,250,282,306,326,338,338,327,307,281
14,New Hampshire,382,16,16,17,18,19,21,22,23,24,23,22,21
15,North Carolina,1432,74,82,92,96,100,102,103,102,99,94,89,83
16,New Jersey,15229,159,125,100,90,84,80,82,86,86,84,80,74
17,Colorado,1691,40,44,47,49,53,56,58,60,60,59,56,53
18,Maryland,3246,85,80,77,70,65,63,62,60,57,53,48,43
19,Nevada,537,30,34,38,46,54,61,67,72,76,77,76,74
20,Tennessee,652,63,77,91,103,114,123,129,131,131,128,123,116
21,Hawaii,19,0,0,0,0,0,0,0,0,0,0,0,0
22,Indiana,2698,76,76,78,78,83,89,93,96,97,95,90,84
23,Kentucky,593,27,28,29,31,35,38,41,43,45,46,46,45
24,Minnesota,1511,54,56,60,62,64,70,77,84,89,92,93,91
25,Oklahoma,399,15,18,20,22,23,24,24,24,25,25,25,24
26,Pennsylvania,6754,152,153,155,155,163,167,167,166,162,155,145,135
27,South Carolina,827,94,104,116,134,148,157,161,159,153,143,131,117
28,District of Columbia,561,10,10,9,9,8,8,8,9,9,9,8,8
29,Kansas,285,12,11,11,12,12,12,12,12,12,11,11,11
30,Missouri,1051,36,38,41,45,48,50,50,51,51,50,49,47
31,Vermont,56,0,0,0,0,1,1,1,1,2,2,2,2
32,Virginia,1853,75,66,61,63,69,81,93,103,110,114,114,111
33,Connecticut,4338,36,32,28,24,20,18,17,15,13,12,10,9
34,Iowa,723,20,19,19,17,16,16,16,16,15,14,13,12
35,Louisiana,3296,87,93,100,114,126,133,138,140,137,130,121,110
36,Ohio,2927,103,109,116,120,127,141,152,162,170,172,170,163
37,Michigan,6221,61,63,67,69,76,85,94,101,107,110,110,107
38,South Dakota,97,8,9,10,9,9,9,8,8,7,7,6,6
39,Arkansas,292,30,38,46,51,55,59,61,61,60,58,55,51
40,Delaware,512,11,11,12,12,12,13,13,12,12,11,10,9
41,Mississippi,1114,74,86,101,109,112,110,104,98,90,81,71,61
42,New Mexico,515,22,23,24,24,25,27,29,30,32,32,32,30
43,North Dakota,80,3,3,3,3,3,2,2,2,2,1,1,1
44,Wyoming,20,0,1,1,0,0,0,0,0,0,0,0,0
45,Alaska,16,1,1,1,2,2,2,2,2,2,3,3,3
46,Maine,109,3,2,2,2,2,3,3,4,4,4,4,4
47,Alabama,1007,85,99,119,137,156,170,177,178,171,159,143,126
48,Idaho,94,2,2,3,4,5,7,8,9,10,11,12,12
49,Montana,23,1,1,1,1,1,2,2,2,2,2,2,2
50,Puerto Rico,155,3,3,3,3,3,4,4,5,5,5,6,6
51,Virgin Islands,6,0,0,0,0,0,0,0,0,0,0,0,0
52,Guam,5,0,0,0,0,0,0,0,0,0,0,0,0
53,West Virginia,95,2,2,2,2,2,2,2,1,1,1,1,1
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
