,State,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
0,Washington,1061,-3,4,4,4,4,3,4,4,3,4,4,3,3,4
1,Illinois,4856,22,67,64,63,61,59,57,55,54,53,50,50,48,46
2,California,3753,-68,36,36,35,34,35,34,34,33,33,33,32,31,32
3,Arizona,801,28,18,18,19,18,19,18,18,18,18,19,18,17,18
4,Massachusetts,6372,-6,54,52,49,47,45,43,40,39,37,36,34,32,32
5,Wisconsin,510,-12,5,4,5,4,4,5,4,5,4,5,5,4,5
6,Texas,1528,-32,16,17,17,17,17,17,18,17,18,18,18,18,18
7,Nebraska,147,3,3,4,4,3,4,4,4,3,4,4,4,4,3
8,Utah,97,1,2,2,2,2,2,2,1,2,2,2,2,2,2
9,Oregon,148,-1,1,1,0,1,1,1,0,1,1,1,1,0,1
10,Florida,2237,-88,14,13,13,13,14,12,12,13,13,13,12,13,12
11,New York,29141,194,136,128,122,115,109,104,98,93,88,84,80,75,72
12,Rhode Island,608,-45,5,5,4,4,4,5,3,4,4,4,3,3,4
13,Georgia,1827,-63,13,13,12,13,12,12,12,12,11,12,11,11,11
14,New Hampshire,209,-29,1,1,1,1,1,1,1,2,1,1,1,1,1
15,North Carolina,784,-33,8,8,8,8,8,9,8,8,9,8,8,9,9
16,New Jersey,11138,-28,67,63,61,57,54,51,49,47,44,42,41,38,37
17,Colorado,1332,10,10,11,9,10,9,9,8,9,8,7,8,7,7
18,Maryland,2277,13,32,31,30,30,29,28,28,27,26,26,25,24,24
19,Nevada,380,-6,1,2,2,2,1,2,2,2,2,1,2,2,1
20,Tennessee,336,-2,5,4,5,5,4,5,4,5,5,4,5,4,5
21,Hawaii,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Indiana,1976,-1,20,20,19,18,18,17,16,16,15,15,14,14,13
23,Kentucky,391,-10,2,2,3,2,2,2,2,3,2,2,2,2,2
24,Minnesota,878,28,23,23,24,23,22,22,22,22,21,21,20,21,19
25,Oklahoma,311,-6,2,1,1,2,1,2,1,1,2,1,2,1,1
26,Pennsylvania,5136,-113,46,44,42,41,39,38,36,35,33,32,30,30,28
27,South Carolina,435,-19,2,2,3,2,3,2,3,2,3,2,3,2,3
28,District of Columbia,432,-10,3,3,3,3,2,3,3,2,3,2,3,2,3
29,Kansas,205,8,2,2,2,2,2,2,2,2,2,2,2,2,2
30,Missouri,768,-102,5,5,4,5,4,4,4,4,4,3,4,3,4
31,Vermont,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,Virginia,1171,-29,14,13,13,13,14,13,13,13,13,12,13,13,13
33,Connecticut,3693,21,33,31,30,29,27,27,25,24,24,22,21,21,19
34,Iowa,456,-58,5,5,5,5,5,5,4,5,5,4,4,5,4
35,Louisiana,2691,-28,11,11,10,10,9,10,9,9,9,9,8,9,8
36,Ohio,1969,-30,30,29,29,28,27,26,26,26,24,24,24,23,22
37,Michigan,5466,-247,28,27,26,25,23,23,21,21,19,19,18,17,16
38,South Dakota,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,Arkansas,116,-6,1,2,1,2,1,2,1,2,2,2,1,2,2
40,Delaware,326,-8,3,2,3,2,2,3,2,2,3,2,2,2,3
41,Mississippi,625,9,13,13,13,13,12,13,12,13,12,12,11,12,12
42,New Mexico,317,-28,2,2,2,2,2,2,2,2,2,2,2,2,2
43,North Dakota,53,-5,1,1,0,1,1,0,1,1,1,0,1,1,1
44,Wyoming,12,-1,0,0,0,0,0,1,0,0,0,0,0,1,0
45,Alaska,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Maine,78,-4,1,1,0,1,0,1,0,1,1,0,1,1,0
47,Alabama,551,-16,4,5,5,4,5,5,4,5,5,5,5,5,4
48,Idaho,79,-1,0,0,1,0,0,1,0,1,0,0,1,0,1
49,Montana,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Puerto Rico,127,1,1,1,0,1,1,1,1,0,1,1,1,1,1
51,Virgin Islands,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,72,-2,0,1,0,0,1,0,0,1,0,0,1,0,0
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
