,State,179,185,192,199,206,213,220,227,234,241,248,255,262,269,276,283
0,Washington,1447,34,39,43,47,50,51,52,52,53,53,55,57,60,64,70
1,Illinois,7488,108,96,96,97,95,91,86,78,70,62,55,50,45,42,39
2,California,7715,725,751,753,735,701,658,611,563,517,477,444,417,397,384,378
3,Arizona,2761,552,516,470,421,366,313,268,227,190,159,135,115,100,88,79
4,Massachusetts,8431,96,73,63,61,58,53,48,43,38,34,30,27,25,24,23
5,Wisconsin,844,32,41,49,56,60,63,65,64,63,61,59,57,56,54,54
6,Texas,4679,818,835,848,850,830,792,739,676,611,549,495,449,413,385,366
7,Nebraska,301,15,15,14,13,12,11,10,9,8,8,7,7,7,7,7
8,Utah,243,35,43,50,54,58,59,59,58,56,54,51,49,47,46,45
9,Oregon,260,25,30,36,42,47,50,53,54,54,54,53,53,53,54,55
10,Florida,4982,803,934,1012,1031,998,928,832,725,617,520,437,370,316,274,243
11,New York,32516,119,101,98,100,100,97,92,86,79,73,68,63,60,58,57
12,Rhode Island,990,13,14,13,12,11,9,8,7,6,6,5,5,5,4,4
13,Georgia,3174,207,251,280,287,279,261,238,212,187,165,147,132,120,110,104
14,New Hampshire,398,6,6,6,5,4,3,3,2,2,2,1,1,1,1,1
15,North Carolina,1652,139,141,140,140,137,133,126,119,112,106,102,99,97,98,100
16,New Jersey,15706,100,82,76,82,88,92,92,88,83,76,70,65,61,58,56
17,Colorado,1752,38,50,57,60,61,61,60,57,54,51,49,47,45,45,45
18,Maryland,3377,60,60,62,62,60,56,52,48,44,40,37,35,34,33,33
19,Nevada,647,71,90,107,117,121,119,112,102,91,80,70,62,55,49,44
20,Tennessee,843,124,146,161,170,172,169,163,153,142,132,122,114,106,101,97
21,Hawaii,24,0,0,1,1,1,2,2,2,3,3,3,4,4,5,5
22,Indiana,2822,70,78,86,91,92,92,90,86,80,75,70,65,62,59,58
23,Kentucky,670,48,58,68,78,86,92,95,95,92,89,85,81,78,76,75
24,Minnesota,1581,45,51,60,68,74,78,81,82,80,78,75,72,70,68,66
25,Oklahoma,451,30,28,26,26,25,24,24,23,23,23,23,23,24,25,27
26,Pennsylvania,7022,137,147,153,151,145,139,132,123,115,107,101,97,93,92,92
27,South Carolina,1155,165,193,213,218,213,200,182,160,139,119,103,89,78,70,63
28,District of Columbia,578,9,8,8,8,9,9,9,9,8,8,7,6,6,6,5
29,Kansas,309,14,17,18,19,19,20,20,20,19,19,19,19,19,20,21
30,Missouri,1136,49,56,61,64,65,66,66,65,63,61,60,59,59,60,61
31,Vermont,56,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2
32,Virginia,2027,66,65,76,90,102,111,115,115,112,107,102,97,93,90,88
33,Connecticut,4396,18,13,12,11,9,8,7,6,6,5,5,4,4,4,4
34,Iowa,793,33,32,32,34,34,33,32,30,28,26,24,23,22,21,21
35,Louisiana,3543,138,179,209,223,226,222,207,186,162,141,122,106,93,83,76
36,Ohio,3174,120,154,181,198,209,216,220,217,210,199,187,174,162,151,143
37,Michigan,6366,71,82,92,100,106,110,110,107,103,98,94,89,86,84,83
38,South Dakota,118,8,7,7,6,6,5,5,5,4,4,4,4,4,4,4
39,Arkansas,357,43,47,48,48,46,44,42,39,37,35,33,32,31,31,31
40,Delaware,523,8,10,11,11,11,10,10,9,8,8,7,7,7,6,6
41,Mississippi,1355,127,142,148,145,135,124,112,98,84,72,61,53,46,41,36
42,New Mexico,571,28,30,32,35,36,35,35,33,32,30,28,26,25,24,24
43,North Dakota,92,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4
44,Wyoming,25,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2
45,Alaska,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,Maine,117,3,3,3,3,4,4,4,4,4,5,5,5,5,5,6
47,Alabama,1287,196,234,260,276,276,260,234,202,170,141,117,97,81,69,59
48,Idaho,119,17,19,20,23,24,25,25,25,24,24,23,23,23,23,23
49,Montana,37,6,7,8,8,9,9,10,10,10,10,10,10,10,10,11
50,Puerto Rico,178,4,4,5,6,7,8,8,9,9,9,10,10,10,11,12
51,Virgin Islands,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
52,Guam,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,West Virginia,100,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
