,State,129,136,143,150,157,164,171,178,185,192,199
0,Washington,1118,50,39,33,31,32,35,38,42,45,48
1,Illinois,5330,573,535,507,506,533,573,620,673,712,729
2,California,4144,437,414,404,420,461,526,607,697,780,848
3,Arizona,904,130,155,182,213,246,275,297,313,324,327
4,Massachusetts,6768,423,346,315,300,288,276,262,245,225,202
5,Wisconsin,588,59,54,55,60,65,71,75,78,81,82
6,Texas,1769,180,218,244,262,277,288,293,295,293,286
7,Nebraska,170,25,33,40,45,49,53,55,56,56,56
8,Utah,112,15,18,21,23,24,26,26,27,27,27
9,Oregon,153,5,5,4,4,4,4,4,5,5,5
10,Florida,2447,240,243,263,293,329,371,413,448,475,491
11,New York,30649,613,432,318,258,228,209,195,185,174,161
12,Rhode Island,711,101,85,81,84,88,92,94,94,91,86
13,Georgia,2004,219,239,259,274,283,287,286,281,269,254
14,New Hampshire,238,39,43,50,57,66,75,83,88,91,92
15,North Carolina,929,147,141,150,170,195,224,253,277,299,315
16,New Jersey,13450,524,414,326,265,235,219,210,204,197,186
17,Colorado,1443,132,146,160,175,192,208,221,231,235,232
18,Maryland,2509,252,245,254,269,286,300,306,307,301,287
19,Nevada,417,27,29,32,34,37,40,43,45,46,47
20,Tennessee,364,41,44,47,51,55,57,59,59,59,58
21,Hawaii,17,0,0,0,0,0,0,0,0,0,0
22,Indiana,2125,206,230,253,275,297,314,323,328,324,310
23,Kentucky,431,29,30,32,34,37,41,45,49,53,55
24,Minnesota,1036,165,167,183,207,236,266,290,307,319,321
25,Oklahoma,334,24,24,24,23,22,21,20,19,17,16
26,Pennsylvania,5537,451,365,305,270,259,263,271,285,300,309
27,South Carolina,487,65,73,83,95,109,121,131,140,146,148
28,District of Columbia,462,37,32,27,24,22,22,22,23,24,24
29,Kansas,215,11,13,13,13,13,13,13,13,12,11
30,Missouri,812,79,99,112,122,131,138,141,143,142,139
31,Vermont,55,1,1,0,0,0,0,0,0,0,0
32,Virginia,1370,204,181,174,184,203,230,263,301,333,358
33,Connecticut,3912,203,155,122,105,96,91,88,85,82,78
34,Iowa,531,96,99,110,124,136,145,149,150,148,143
35,Louisiana,2786,113,110,109,107,106,105,102,99,94,88
36,Ohio,2149,273,301,337,378,425,469,503,527,542,542
37,Michigan,5704,215,163,127,107,99,94,91,90,89,86
38,South Dakota,62,11,12,14,15,17,18,19,20,20,20
39,Arkansas,133,20,20,21,24,27,31,33,35,37,38
40,Delaware,361,38,38,36,36,37,40,43,46,49,50
41,Mississippi,723,118,131,150,172,191,205,212,214,212,202
42,New Mexico,351,46,48,49,51,56,63,72,80,88,94
43,North Dakota,60,9,11,12,14,15,15,16,16,16,15
44,Wyoming,16,3,3,3,4,4,4,4,4,3,3
45,Alaska,10,0,0,0,0,0,0,0,0,0,0
46,Maine,89,6,4,3,3,3,3,3,3,3,3
47,Alabama,618,79,91,103,115,128,140,148,154,157,157
48,Idaho,82,3,2,2,2,1,1,1,1,1,1
49,Montana,17,0,0,0,0,0,0,0,0,0,0
50,Puerto Rico,133,5,4,3,3,3,3,3,3,4,4
51,Virgin Islands,6,0,0,0,0,0,0,0,0,0,0
52,Guam,5,0,0,0,0,0,0,0,0,0,0
53,West Virginia,75,5,5,5,5,5,4,4,3,3,2
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
